label,sentence
CompoundNPs_89_spa_eng_grammatical,El técnico consultó el maintenance manual para programar la próxima revisión.
CompoundNPs_90_spa_eng_grammatical,Buscó la solución en el repair guide antes de llamar al proveedor.
CompoundNPs_91_spa_eng_grammatical,Distribuyeron el service handbook a los nuevos técnicos durante la inducción.
CompoundNPs_92_spa_eng_grammatical,Anotaron los avances en el project log al terminar la jornada.
CompoundNPs_93_spa_eng_grammatical,El equipo consultó el design manual para ajustar la paleta de colores.
CompoundNPs_94_spa_eng_grammatical,Siguieron el installation guide para evitar errores durante la puesta en marcha.
CompoundNPs_95_spa_eng_grammatical,Registraron los parámetros en el operation log al finalizar la prueba.
CompoundNPs_96_spa_eng_grammatical,Entregaron el training manual a cada participante al inicio del curso.
CompoundNPs_97_spa_eng_grammatical,Colocaron el reference handbook en la sala de consulta para uso público.
CompoundNPs_98_spa_eng_grammatical,El equipo llevó el field manual durante la inspección en terreno.
CompoundNPs_99_spa_eng_grammatical,El guardia anotó la hora en el log book al comenzar su turno.
CompoundNPs_100_spa_eng_grammatical,Colocaron el archive volume en la estantería marcada para conservación.
CompoundNPs_101_spa_eng_grammatical,El bibliotecario colocó el storybook en la estantería antes del cierre.
CompoundNPs_102_spa_eng_grammatical,La oficina dejó el handbook sobre la mesa para consulta del personal.
CompoundNPs_103_spa_eng_grammatical,El guía llevó el guidebook en la mochila durante todo el recorrido.
CompoundNPs_104_spa_eng_grammatical,El capitán anotó la hora en el logbook al zarpar del puerto.
CompoundNPs_105_spa_eng_grammatical,La profesora repartió el workbook a cada alumno al comenzar la clase.
CompoundNPs_106_spa_eng_grammatical,El chef consultó el cookbook antes de preparar el menú de la cena.
CompoundNPs_107_spa_eng_grammatical,Deja el notebook en mi escritorio cuando termines de escribir el informe.
CompoundNPs_108_spa_eng_grammatical,Los alumnos firmaron el yearbook durante la fiesta de despedida del colegio.
CompoundNPs_109_spa_eng_grammatical,Colocó el photobook en la vitrina para la exposición del sábado.
CompoundNPs_110_spa_eng_grammatical,Extendió el mapbook sobre la mesa para mostrar la ruta prevista.
CompoundNPs_111_spa_eng_grammatical,El entrenador anotó el resultado en el scorebook al terminar el partido.
CompoundNPs_112_spa_eng_grammatical,Consultaron el codebook para interpretar las señales del experimento con cuidado.
CompoundNPs_113_spa_eng_grammatical,Guardó los resultados en el databook para el análisis posterior del equipo.
CompoundNPs_114_spa_eng_grammatical,Revisó el planbook antes de presentar la propuesta al comité directivo.
CompoundNPs_115_spa_eng_grammatical,Marcó las tareas completadas en el taskbook al final de la jornada.
CompoundNPs_116_spa_eng_grammatical,Preparó el reportbook con los datos para la reunión semanal del proyecto.
CompoundNPs_117_spa_eng_grammatical,El naturalista anotó especies en el fieldbook durante la salida al bosque.
CompoundNPs_118_spa_eng_grammatical,Guardó el manualbook junto al equipo en el taller para referencia rápida.
CompoundNPs_119_spa_eng_grammatical,Llevó el guide en el bolsillo para consultar durante la caminata por la sierra.
CompoundNPs_120_spa_eng_grammatical,Escribió en el diary cada noche antes de apagar la luz de la habitación.
CompoundNPs_121_spa_eng_grammatical,Anotó el incidente en el log y avisó al supervisor inmediatamente después.
CompoundNPs_122_spa_eng_grammatical,Compiló el reportbook con todas las cifras antes de la presentación final.
CompoundNPs_123_spa_eng_grammatical,Revisaron el planbook antes de aprobar la fase siguiente del proyecto conjunto.
CompoundNPs_124_spa_eng_grammatical,Registró la tarea en el taskbook y la asignó a un compañero.
CompoundNPs_125_spa_eng_grammatical,Guardó el datapack en el databook del proyecto para su posterior análisis.
CompoundNPs_126_spa_eng_grammatical,Consultó el codebook antes de ejecutar el script en el servidor de pruebas.
CompoundNPs_127_spa_eng_grammatical,Dejó el notepad junto al teléfono por si llegaba alguna llamada urgente.
CompoundNPs_128_spa_eng_grammatical,Subió el logfile al servidor para que el equipo lo revisara esta tarde.
CompoundNPs_129_spa_eng_grammatical,Consultó el datapad para comprobar los valores antes de firmar el documento.
CompoundNPs_130_spa_eng_grammatical,Abrió el codepad para copiar el fragmento necesario del script de prueba.
CompoundNPs_131_spa_eng_grammatical,Marcó la tarea en el taskpad y la asignó al equipo de soporte.
CompoundNPs_132_spa_eng_grammatical,Escribió la idea en el planpad antes de la reunión con el cliente.
CompoundNPs_133_spa_eng_grammatical,Abrió el notebook para tomar notas durante la reunión de seguimiento.
CompoundNPs_134_spa_eng_grammatical,Anotó la observación en el log2 antes de cerrar el laboratorio por la noche.
CompoundNPs_135_spa_eng_grammatical,Revisaron el plan2 antes de aprobar la fase siguiente del proyecto conjunto.
CompoundNPs_136_spa_eng_grammatical,Actualizó el scorelog con los puntos al terminar el partido de la tarde.
CompoundNPs_137_spa_eng_grammatical,Subieron el databook al servidor para que el equipo lo analizara mañana.
CompoundNPs_138_spa_eng_grammatical,Guardó el codefile en la carpeta del repositorio antes de hacer commit.
CompoundNPs_139_spa_eng_grammatical,Adjuntó el taskfile al correo para que el equipo lo revisara esta tarde.
CompoundNPs_140_spa_eng_grammatical,Guardó el planfile en la carpeta compartida del proyecto antes de la reunión.
CompoundNPs_141_spa_eng_grammatical,Abrió el notebook3 para tomar notas durante la presentación del cliente.
CompoundNPs_142_spa_eng_grammatical,Subió el logfile2 al sistema para que el equipo lo revisara mañana.
CompoundNPs_143_spa_eng_grammatical,Imprimió el datapaper y lo añadió al databook del proyecto para referencia.
CompoundNPs_144_spa_eng_grammatical,Anotó el error en el codejournal para investigarlo al día siguiente.
CompoundNPs_145_spa_eng_grammatical,Escribió una nota en el tasknote para recordar la fecha límite próxima.
CompoundNPs_146_spa_eng_grammatical,El gerente actualizó el planlog2 con las nuevas fechas de entrega acordadas.
CompoundNPs_147_spa_eng_grammatical,Guardó el datapack junto al informe en la carpeta del proyecto compartido.
CompoundNPs_148_spa_eng_grammatical,Abrió el codepad2 para copiar el fragmento necesario del script de prueba.
CompoundNPs_149_spa_eng_grammatical,Registró el progreso en el tasklog2 antes de cerrar la sesión del sistema.
CompoundNPs_150_spa_eng_grammatical,Archivó el reportlog con los documentos del mes en la carpeta central.
CompoundNPs_151_spa_eng_grammatical,Pon el novel en la mesa junto a la lámpara.
CompoundNPs_152_spa_eng_grammatical,Lee el poem antes de dormir esta noche.
CompoundNPs_153_spa_eng_grammatical,Guarda el story en la estantería del salón.
CompoundNPs_154_spa_eng_grammatical,Consulta el manual cuando tengas dudas sobre el equipo.
CompoundNPs_155_spa_eng_grammatical,Cierra el diary y ponlo en el cajón.
CompoundNPs_156_spa_eng_grammatical,Extiende el map sobre la mesa para ver la ruta.
CompoundNPs_157_spa_eng_grammatical,Coloca el album en la vitrina del museo.
CompoundNPs_158_spa_eng_grammatical,Entrega el paper al profesor antes del viernes.
CompoundNPs_159_spa_eng_grammatical,Prepara el report para la reunión de la tarde.
CompoundNPs_160_spa_eng_grammatical,Revisa el text y corrige los errores de formato.
CompoundNPs_161_spa_eng_grammatical,Publica el article en la web mañana por la mañana.
CompoundNPs_162_spa_eng_grammatical,Escribe el essay y envíalo antes del plazo.
CompoundNPs_163_spa_eng_grammatical,Mira el catalog para elegir el producto correcto.
CompoundNPs_164_spa_eng_grammatical,Reparte el brochure en la entrada del evento.
CompoundNPs_165_spa_eng_grammatical,Coloca el volume en la estantería superior.
CompoundNPs_166_spa_eng_grammatical,Saca el tome de la caja con cuidado.
CompoundNPs_167_spa_eng_grammatical,Deja el leaflet en la mesa de recepción.
CompoundNPs_168_spa_eng_grammatical,Coloca el bulletin en el tablón de anuncios.
CompoundNPs_169_spa_eng_grammatical,Anota la observación en el journal del proyecto.
CompoundNPs_170_spa_eng_grammatical,Registra la hora en el log antes de salir.
CompoundNPs_171_spa_eng_grammatical,Guarda el record en la carpeta del cliente.
CompoundNPs_172_spa_eng_grammatical,Abre el file y revisa el contenido ahora.
CompoundNPs_173_spa_eng_grammatical,Lee el script antes del ensayo de la tarde.
CompoundNPs_174_spa_eng_grammatical,Guarda el draft y vuelve a revisarlo mañana.
CompoundNPs_175_spa_eng_grammatical,Envía el memo al equipo antes del mediodía.
CompoundNPs_176_spa_eng_grammatical,Escribe el note en la página principal del cuaderno.
CompoundNPs_177_spa_eng_grammatical,Trae el textbook a la clase mañana temprano.
CompoundNPs_178_spa_eng_grammatical,Consulta el manual2 si algo no funciona.
CompoundNPs_179_spa_eng_grammatical,Sigue el guide2 para completar la instalación.
CompoundNPs_180_spa_eng_grammatical,Reparte el booklet entre los asistentes al taller.
CompoundNPs_181_spa_eng_grammatical,Coloca el bullet en la mesa de entrada.
CompoundNPs_182_spa_eng_grammatical,Guarda el manual3 junto al equipo en el taller.
CompoundNPs_183_spa_eng_grammatical,Envía el report2 al jefe antes de las cinco.
CompoundNPs_184_spa_eng_grammatical,Publica el article2 en la página principal.
CompoundNPs_185_spa_eng_grammatical,Corrige el essay2 y entrégalo mañana.
CompoundNPs_186_spa_eng_grammatical,Coloca el volume2 en la caja de archivos.
CompoundNPs_187_spa_eng_grammatical,Saca el tome2 con guantes del estante.
CompoundNPs_188_spa_eng_grammatical,Deja el leaflet2 en la mesa de información.
CompoundNPs_189_spa_eng_grammatical,Cuelga el bulletin2 en el tablón de anuncios.
CompoundNPs_190_spa_eng_grammatical,Anota la entrada en el journal2 del proyecto.
CompoundNPs_191_spa_eng_grammatical,Registra el evento en el log2 ahora mismo.
CompoundNPs_192_spa_eng_grammatical,Guarda el record2 en la carpeta segura.
CompoundNPs_193_spa_eng_grammatical,Abre el file2 y revisa la sección tres.
CompoundNPs_194_spa_eng_grammatical,Ensaya el script2 antes de la presentación.
CompoundNPs_195_spa_eng_grammatical,Guarda el draft2 y compártelo con el equipo.
CompoundNPs_196_spa_eng_grammatical,Envía el memo2 al departamento de ventas.
CompoundNPs_197_spa_eng_grammatical,Escribe el note2 en la libreta de campo.
CompoundNPs_198_spa_eng_grammatical,Revisa el text2 antes de publicarlo.
CompoundNPs_199_spa_eng_grammatical,Imprime el booklet2 para la reunión de mañana.
CompoundNPs_200_spa_eng_grammatical,Coloca el manual4 en la caja de herramientas.
AdjOrder_1_spa_eng_grammatical,Pon el red libro en la mesa junto a la lámpara.
AdjOrder_2_spa_eng_grammatical,Pon el big coche en el garaje antes de la lluvia.
AdjOrder_3_spa_eng_grammatical,Saca el small perro al jardín para que corra.
AdjOrder_4_spa_eng_grammatical,Guarda el old zapato en la caja del armario.
AdjOrder_5_spa_eng_grammatical,Coloca el new sombrero sobre la percha en la entrada.
AdjOrder_6_spa_eng_grammatical,Ajusta el blue reloj antes de salir hacia la estación.
AdjOrder_7_spa_eng_grammatical,Lleva el green bolso al coche cuando termines de empacar.
AdjOrder_8_spa_eng_grammatical,Cuelga el heavy abrigo en el perchero al entrar.
AdjOrder_9_spa_eng_grammatical,Mira el quiet gato que duerme en la ventana.
AdjOrder_10_spa_eng_grammatical,Sella el fast caballo antes de salir al campo.
AdjOrder_11_spa_eng_grammatical,Planta el tall árbol en la esquina del jardín.
AdjOrder_12_spa_eng_grammatical,Cruza el cold río por el puente de madera.
AdjOrder_13_spa_eng_grammatical,Repara el narrow puente antes de la próxima tormenta.
AdjOrder_14_spa_eng_grammatical,Pinta el bright banco para que destaque en el parque.
AdjOrder_15_spa_eng_grammatical,Riega el green jardín cada mañana antes del trabajo.
AdjOrder_16_spa_eng_grammatical,Coloca el new museo las piezas en la sala central.
AdjOrder_17_spa_eng_grammatical,Reserva el big teatro para la función del sábado.
AdjOrder_18_spa_eng_grammatical,Compra el cheap cine las entradas con antelación.
AdjOrder_19_spa_eng_grammatical,Elige el fancy hotel para la visita de los invitados.
AdjOrder_20_spa_eng_grammatical,Visita el busy mercado antes de que cierren hoy.
AdjOrder_21_spa_eng_grammatical,Extiende el old mapa sobre la mesa de trabajo.
AdjOrder_22_spa_eng_grammatical,Abre el small cuaderno y escribe la idea.
AdjOrder_23_spa_eng_grammatical,Envía el final informe al director antes del viernes.
AdjOrder_24_spa_eng_grammatical,Consulta el quick manual si algo no funciona.
AdjOrder_25_spa_eng_grammatical,Coloca el wooden marco en la pared del pasillo.
AdjOrder_26_spa_eng_grammatical,Protege el old estatua con una cubierta por la noche.
AdjOrder_27_spa_eng_grammatical,Lava el clean jarrón antes de poner las flores.
AdjOrder_28_spa_eng_grammatical,Lleva el bright farol en la mochila por si acaso.
AdjOrder_29_spa_eng_grammatical,Guarda el small anillo en la caja de joyas.
AdjOrder_30_spa_eng_grammatical,Ajusta el new collar antes de salir de casa.
AdjOrder_31_spa_eng_grammatical,Pon el empty vaso en el fregadero cuando termines.
AdjOrder_32_spa_eng_grammatical,Lava el dirty plato antes de guardarlo.
AdjOrder_33_spa_eng_grammatical,Afila el sharp cuchillo con cuidado en la cocina.
AdjOrder_34_spa_eng_grammatical,Pon el clean tenedor junto al plato principal.
AdjOrder_35_spa_eng_grammatical,Deja el short lápiz en el estuche del escritorio.
AdjOrder_36_spa_eng_grammatical,Firma con el blue bolígrafo en la esquina inferior.
AdjOrder_37_spa_eng_grammatical,Guarda el thin papel en la carpeta del proyecto.
AdjOrder_38_spa_eng_grammatical,Cuenta el old billete antes de guardarlo en la caja.
AdjOrder_39_spa_eng_grammatical,Mete el stamped sobre en el buzón esta tarde.
AdjOrder_40_spa_eng_grammatical,Coloca el heavy paquete en la esquina del almacén.
AdjOrder_41_spa_eng_grammatical,Carga el dead teléfono antes de salir de viaje.
AdjOrder_42_spa_eng_grammatical,Apaga el old ordenador al final del día.
AdjOrder_43_spa_eng_grammatical,Limpia el dusty teclado con un paño suave.
AdjOrder_44_spa_eng_grammatical,Conecta el wireless ratón al puerto USB.
AdjOrder_45_spa_eng_grammatical,Ajusta el large monitor para mejor visibilidad.
AdjOrder_46_spa_eng_grammatical,Coloca el new sofá contra la pared del salón.
AdjOrder_47_spa_eng_grammatical,Limpia el old sillón antes de usarlo.
AdjOrder_48_spa_eng_grammatical,Cuelga el bright cuadro en la pared principal.
AdjOrder_49_spa_eng_grammatical,Cierra el rusty candado para asegurar la puerta.
AdjOrder_50_spa_eng_grammatical,Marca el new calendario con las fechas del mes.
AdjOrder_51_spa_eng_grammatical,Coloca el blue barco en el muelle.
AdjOrder_52_spa_eng_grammatical,Deja el slow trén en la estación.
AdjOrder_53_spa_eng_grammatical,Mira el white avión en la pista.
AdjOrder_54_spa_eng_grammatical,Guarda el small puerto en la lista de visitas.
AdjOrder_55_spa_eng_grammatical,Enciende el tall faro al anochecer.
AdjOrder_56_spa_eng_grammatical,Repara el old molino esta semana.
AdjOrder_57_spa_eng_grammatical,Camina por el green valle mañana.
AdjOrder_58_spa_eng_grammatical,Sigue el narrow sendero hasta el claro.
AdjOrder_59_spa_eng_grammatical,Pinta el tall edificio antes del evento.
AdjOrder_60_spa_eng_grammatical,Visita el old templo al mediodía.
AdjOrder_61_spa_eng_grammatical,Guarda el small cajón en el armario.
AdjOrder_62_spa_eng_grammatical,Coloca el heavy estante en la pared.
AdjOrder_63_spa_eng_grammatical,Revisa el old techo antes de la lluvia.
AdjOrder_64_spa_eng_grammatical,Limpia el wet suelo esta mañana.
AdjOrder_65_spa_eng_grammatical,Decora el long pasillo para la fiesta.
AdjOrder_66_spa_eng_grammatical,Cambia el old colchón esta semana.
AdjOrder_67_spa_eng_grammatical,Extiende el blank lienzo en el taller.
AdjOrder_68_spa_eng_grammatical,Lava el soft pincel después de usarlo.
AdjOrder_69_spa_eng_grammatical,Pega el red sello en el sobre.
AdjOrder_70_spa_eng_grammatical,Coloca el new buzón junto a la puerta.
AdjOrder_71_spa_eng_grammatical,Desenrolla el old pergamino con cuidado.
AdjOrder_72_spa_eng_grammatical,Mueve el large almacén al área segura.
AdjOrder_73_spa_eng_grammatical,Precalienta el hot horno antes de hornear.
AdjOrder_74_spa_eng_grammatical,Apaga el old cocedor cuando termines.
AdjOrder_75_spa_eng_grammatical,Saca el hot pán de la cocina.
AdjOrder_76_spa_eng_grammatical,Coloca el big cucharón en el soporte.
AdjOrder_77_spa_eng_grammatical,Apila el wooden cajón2 en la furgoneta.
AdjOrder_78_spa_eng_grammatical,Rueda el heavy tonel al cobertizo.
AdjOrder_79_spa_eng_grammatical,Ata el long cuerda al poste.
AdjOrder_80_spa_eng_grammatical,Asegura el heavy ancla antes de zarpar.
AdjOrder_81_spa_eng_grammatical,Sella el metal contenedor para el envío.
AdjOrder_82_spa_eng_grammatical,Llena el small balde con agua.
AdjOrder_83_spa_eng_grammatical,Guarda el sharp herramienta en la caja.
AdjOrder_84_spa_eng_grammatical,Pasa el heavy llave_inglesa al mecánico.
AdjOrder_85_spa_eng_grammatical,Usa el flat destornillador para abrir la tapa.
AdjOrder_86_spa_eng_grammatical,Aprieta el loose perno con la llave.
AdjOrder_87_spa_eng_grammatical,Saca el rusty clavo con cuidado.
AdjOrder_88_spa_eng_grammatical,Engrasa el old bisagra para que no chirríe.
AdjOrder_89_spa_eng_grammatical,Aplica el fresh pintura en la pared.
AdjOrder_90_spa_eng_grammatical,Usa el new imprimación antes de pintar.
AdjOrder_91_spa_eng_grammatical,Sumerge la wide brocha en la pintura.
AdjOrder_92_spa_eng_grammatical,Pasa el long rodillo por la superficie.
AdjOrder_93_spa_eng_grammatical,Coloca el clean mascarilla2 antes de entrar.
AdjOrder_94_spa_eng_grammatical,Encuentra el warm guante2 en la caja.
AdjOrder_95_spa_eng_grammatical,Limpia el muddy bota antes de guardarla.
AdjOrder_96_spa_eng_grammatical,Apoya el tall escalera_portátil contra la pared.
AdjOrder_97_spa_eng_grammatical,Mueve el heavy contenedor2 al camión.
AdjOrder_98_spa_eng_grammatical,Abre el old baúl con cuidado.
AdjOrder_99_spa_eng_grammatical,Cuelga el new letrero2 en la entrada.
AdjOrder_100_spa_eng_grammatical,Izar el small banderín durante la ceremonia.
AdjOrder_101_spa_eng_grammatical,Coloca el red caja en la mesa.
AdjOrder_102_spa_eng_grammatical,Apaga el blue lámpara antes de dormir.
AdjOrder_103_spa_eng_grammatical,Mueve el small sillón junto a la ventana.
AdjOrder_104_spa_eng_grammatical,Limpia el clean mesa antes de la cena.
AdjOrder_105_spa_eng_grammatical,Cierra el heavy puerta al salir.
AdjOrder_106_spa_eng_grammatical,Abre el wide ventana para ventilar la habitación.
AdjOrder_107_spa_eng_grammatical,Pinta el bright pared esta tarde.
AdjOrder_108_spa_eng_grammatical,Revisa el high techo por si hay grietas.
AdjOrder_109_spa_eng_grammatical,Coloca el low taburete junto al mostrador.
AdjOrder_110_spa_eng_grammatical,Limpia el round espejo con un paño.
AdjOrder_111_spa_eng_grammatical,Ajusta el slow reloj para la hora exacta.
AdjOrder_112_spa_eng_grammatical,Enciende el old radio por la mañana.
AdjOrder_113_spa_eng_grammatical,Cuelga el wet toalla en el gancho.
AdjOrder_114_spa_eng_grammatical,Coloca el fresh jabón junto al lavabo.
AdjOrder_115_spa_eng_grammatical,Deja el small peine en la mesa del baño.
AdjOrder_116_spa_eng_grammatical,Guarda el soft cepillo en el cajón.
AdjOrder_117_spa_eng_grammatical,Coloca el tall espejo2 en el pasillo.
AdjOrder_118_spa_eng_grammatical,Extiende el clean alfombra en la sala.
AdjOrder_119_spa_eng_grammatical,Mueve el small alfombra2 al centro.
AdjOrder_120_spa_eng_grammatical,Pon el hot taza en la mesa de la cocina.
AdjOrder_121_spa_eng_grammatical,Lava el dirty taza2 antes de usarla.
AdjOrder_122_spa_eng_grammatical,Guarda el full botella en la nevera.
AdjOrder_123_spa_eng_grammatical,Cierra el tight tarro después de usarlo.
AdjOrder_124_spa_eng_grammatical,Coloca el small cuchara junto al plato.
AdjOrder_125_spa_eng_grammatical,Llena el empty vaso con agua.
AdjOrder_126_spa_eng_grammatical,Pon el clean cuenco en la mesa.
AdjOrder_127_spa_eng_grammatical,Apaga el hot olla antes de moverla.
AdjOrder_128_spa_eng_grammatical,Saca el heavy sartén de la estufa.
AdjOrder_129_spa_eng_grammatical,Afila el sharp cuchillo2 en la cocina.
AdjOrder_130_spa_eng_grammatical,Pon el clean tenedor2 junto al plato.
AdjOrder_131_spa_eng_grammatical,Guarda el round plato2 en el armario.
AdjOrder_132_spa_eng_grammatical,Dobla el white servilleta antes de la cena.
AdjOrder_133_spa_eng_grammatical,Repara el broken silla2 esta tarde.
AdjOrder_134_spa_eng_grammatical,Coloca el long banco2 en el jardín.
AdjOrder_135_spa_eng_grammatical,Cierra el rusty portón al anochecer.
AdjOrder_136_spa_eng_grammatical,Pinta el white valla esta primavera.
AdjOrder_137_spa_eng_grammatical,Limpia el narrow camino2 antes de la visita.
AdjOrder_138_spa_eng_grammatical,Marca el long senda para los excursionistas.
AdjOrder_139_spa_eng_grammatical,Abre el heavy portón2 para el camión.
AdjOrder_140_spa_eng_grammatical,Riega el dry jardín2 al amanecer.
AdjOrder_141_spa_eng_grammatical,Limpia el big garaje este fin de semana.
AdjOrder_142_spa_eng_grammatical,Ordena el small cobertizo antes del invierno.
AdjOrder_143_spa_eng_grammatical,Cierra el heavy caja_de_herramientas con cuidado.
AdjOrder_144_spa_eng_grammatical,Apoya el tall escalera contra la pared.
AdjOrder_145_spa_eng_grammatical,Enrolla el long cuerda2 después de usarla.
AdjOrder_146_spa_eng_grammatical,Fija el small gancho en la pared.
AdjOrder_147_spa_eng_grammatical,Saca el rusty clavo2 con cuidado.
AdjOrder_148_spa_eng_grammatical,Aprieta el loose tornillo con la llave.
AdjOrder_149_spa_eng_grammatical,Sustituye el old perno2 por uno nuevo.
AdjOrder_150_spa_eng_grammatical,Engrasa el stiff bisagra2 para que no chirríe.
AdjOrder_151_spa_eng_grammatical,Coloca el red saco en la silla junto a la puerta.
AdjOrder_152_spa_eng_grammatical,Pon el blue vaso sobre la mesa de la cocina.
AdjOrder_153_spa_eng_grammatical,Cuelga el black cinturón en el gancho del armario.
AdjOrder_154_spa_eng_grammatical,Deja el warm guante en la cesta junto a la puerta.
AdjOrder_155_spa_eng_grammatical,Coloca el white tazón en la repisa de la cocina.
AdjOrder_156_spa_eng_grammatical,Guarda el metal bote en la despensa junto a las latas.
AdjOrder_157_spa_eng_grammatical,Pon el warm gorro en la percha del recibidor.
AdjOrder_158_spa_eng_grammatical,Mueve el heavy cajón al rincón del almacén.
AdjOrder_159_spa_eng_grammatical,Coloca el bright farol en la mesa del porche.
AdjOrder_160_spa_eng_grammatical,Desenrolla el old pergamino sobre la mesa de trabajo.
AdjOrder_161_spa_eng_grammatical,Abre el large baúl en el sótano con cuidado.
AdjOrder_162_spa_eng_grammatical,Coloca el low taburete junto al mostrador.
AdjOrder_163_spa_eng_grammatical,Pon el sealed tarro en la estantería de la cocina.
AdjOrder_164_spa_eng_grammatical,Mueve el wooden baúl2 al camión de reparto.
AdjOrder_165_spa_eng_grammatical,Apoya el long barra en la pared del taller.
AdjOrder_166_spa_eng_grammatical,Clava el tall poste en el jardín junto al sendero.
AdjOrder_167_spa_eng_grammatical,Sella el tight contenedor antes del envío.
AdjOrder_168_spa_eng_grammatical,Coloca el heavy baúl3 en la plataforma de carga.
AdjOrder_169_spa_eng_grammatical,Apoya el thin palo junto a la puerta del cobertizo.
AdjOrder_170_spa_eng_grammatical,Guarda el locked cofre en la caja fuerte.
AdjOrder_171_spa_eng_grammatical,Revisa el rusty tubo bajo el fregadero.
AdjOrder_172_spa_eng_grammatical,Conecta el loose enchufe en la toma de corriente.
AdjOrder_173_spa_eng_grammatical,Fija el new toma en la pared del taller.
AdjOrder_174_spa_eng_grammatical,Mueve el long palanca para abrir la compuerta.
AdjOrder_175_spa_eng_grammatical,Engrasa el small engranaje antes del montaje.
AdjOrder_176_spa_eng_grammatical,Sustituye el worn eje en la máquina.
AdjOrder_177_spa_eng_grammatical,Ajusta el tight palanca2 para que funcione bien.
AdjOrder_178_spa_eng_grammatical,Cambia el old junta para evitar fugas.
AdjOrder_179_spa_eng_grammatical,Instala el new retenedor en la tapa.
AdjOrder_180_spa_eng_grammatical,Limpia el dirty filtro antes de usar la máquina.
AdjOrder_181_spa_eng_grammatical,Sustituye el burnt bobina en el panel.
AdjOrder_182_spa_eng_grammatical,Endereza el bent varilla antes de soldar.
AdjOrder_183_spa_eng_grammatical,Aprieta el loose perno3 con la llave adecuada.
AdjOrder_184_spa_eng_grammatical,Coloca la small tuerca en el perno.
AdjOrder_185_spa_eng_grammatical,Añade la thin arandela antes de apretar.
AdjOrder_186_spa_eng_grammatical,Fija el metal sujeción en su lugar.
AdjOrder_187_spa_eng_grammatical,Coloca el rubber anillo en la junta.
AdjOrder_188_spa_eng_grammatical,Ajusta el long correa alrededor del paquete.
AdjOrder_189_spa_eng_grammatical,Cuelga el metal gancho2 en la barra.
AdjOrder_190_spa_eng_grammatical,Aprieta el tight abrazadera para sujetar la pieza.
AdjOrder_191_spa_eng_grammatical,Fija el heavy tornillo_de_mesa a la bancada.
AdjOrder_192_spa_eng_grammatical,Coloca el solid yunque en el taller de forja.
AdjOrder_193_spa_eng_grammatical,Enciende el hot forja antes de empezar a trabajar.
AdjOrder_194_spa_eng_grammatical,Ajusta el fine muela para afinar la herramienta.
AdjOrder_195_spa_eng_grammatical,Mueve el old tornillo_de_banco a la esquina.
AdjOrder_196_spa_eng_grammatical,Limpia el rough banco3 antes de usarlo.
AdjOrder_197_spa_eng_grammatical,Corta el thick tope para hacer la base.
AdjOrder_198_spa_eng_grammatical,Rueda el heavy tronco al área de trabajo.
AdjOrder_199_spa_eng_grammatical,Sustituye el bent eje2 en el eje trasero.
AdjOrder_200_spa_eng_grammatical,Monta el long eje3 en el soporte central.
AuxVerb_1_spa_eng_grammatical,Él está walking por el parque ahora.
AuxVerb_2_spa_eng_grammatical,Él está running por la calle ahora.
AuxVerb_3_spa_eng_grammatical,Él está jumping en la pista ahora.
AuxVerb_4_spa_eng_grammatical,Él está swimming en la piscina ahora.
AuxVerb_5_spa_eng_grammatical,Él está driving por la carretera ahora.
AuxVerb_6_spa_eng_grammatical,Él está riding en la bicicleta ahora.
AuxVerb_7_spa_eng_grammatical,Él está climbing por la colina ahora.
AuxVerb_8_spa_eng_grammatical,Él está sitting en la silla ahora.
AuxVerb_9_spa_eng_grammatical,Él está standing junto a la puerta ahora.
AuxVerb_10_spa_eng_grammatical,Él está sleeping en la cama ahora.
AuxVerb_11_spa_eng_grammatical,Él está eating en la cocina ahora.
AuxVerb_12_spa_eng_grammatical,Él está drinking en el bar ahora.
AuxVerb_13_spa_eng_grammatical,Él está reading en la biblioteca ahora.
AuxVerb_14_spa_eng_grammatical,Él está writing en el escritorio ahora.
AuxVerb_15_spa_eng_grammatical,Él está cooking en la cocina ahora.
AuxVerb_16_spa_eng_grammatical,Él está baking en el horno ahora.
AuxVerb_17_spa_eng_grammatical,Él está singing en el escenario ahora.
AuxVerb_18_spa_eng_grammatical,Él está dancing en la sala ahora.
AuxVerb_19_spa_eng_grammatical,Él está listening a la radio ahora.
AuxVerb_20_spa_eng_grammatical,Él está watching la televisión ahora.
AuxVerb_21_spa_eng_grammatical,Él está looking por la ventana ahora.
AuxVerb_22_spa_eng_grammatical,Él está seeing el paisaje ahora.
AuxVerb_23_spa_eng_grammatical,Él está hearing los sonidos ahora.
AuxVerb_24_spa_eng_grammatical,Él está talking por teléfono ahora.
AuxVerb_25_spa_eng_grammatical,Él está speaking en la reunión ahora.
AuxVerb_26_spa_eng_grammatical,Él está calling al cliente ahora.
AuxVerb_27_spa_eng_grammatical,Él está answering al teléfono ahora.
AuxVerb_28_spa_eng_grammatical,Él está typing en el ordenador ahora.
AuxVerb_29_spa_eng_grammatical,Él está sending el paquete ahora.
AuxVerb_30_spa_eng_grammatical,Él está receiving el correo ahora.
AuxVerb_31_spa_eng_grammatical,Él está carrying la caja ahora.
AuxVerb_32_spa_eng_grammatical,Él está pushing la puerta ahora.
AuxVerb_33_spa_eng_grammatical,Él está pulling la palanca ahora.
AuxVerb_34_spa_eng_grammatical,Él está opening la puerta ahora.
