label,sentence,surprisal
VerbDirectObjectAgreement_83_spa_eng_grammatical,La sala tiene reports impresos.,42.56821060180664
VerbDirectObjectAgreement_84_spa_eng_grammatical,El mostrador tiene invoices pendientes.,39.392520904541016
VerbDirectObjectAgreement_85_spa_eng_grammatical,La caja tiene receipts guardados.,19.287303924560547
VerbDirectObjectAgreement_86_spa_eng_grammatical,El restaurante tiene menus sobre las mesas.,18.45813751220703
VerbDirectObjectAgreement_87_spa_eng_grammatical,La cocina tiene orders en espera.,34.1209831237793
VerbDirectObjectAgreement_88_spa_eng_grammatical,La despensa tiene ingredients frescos.,31.777027130126953
VerbDirectObjectAgreement_89_spa_eng_grammatical,El estante tiene spices en frascos.,37.51937484741211
VerbDirectObjectAgreement_90_spa_eng_grammatical,El jardín tiene herbs plantadas.,35.355037689208984
VerbDirectObjectAgreement_91_spa_eng_grammatical,El vivero tiene seedlings en bandejas.,47.24448013305664
VerbDirectObjectAgreement_92_spa_eng_grammatical,El taller tiene toolboxes cerradas.,24.320209503173828
VerbDirectObjectAgreement_93_spa_eng_grammatical,La estantería tiene manuals técnicos.,24.907745361328125
VerbDirectObjectAgreement_94_spa_eng_grammatical,El mostrador tiene guides para turistas.,28.27071762084961
VerbDirectObjectAgreement_95_spa_eng_grammatical,La recepción tiene brochures informativos.,33.09484100341797
VerbDirectObjectAgreement_96_spa_eng_grammatical,La entrada tiene leaflets sobre eventos.,27.720050811767578
VerbDirectObjectAgreement_97_spa_eng_grammatical,La pared tiene posters promocionales.,21.689998626708984
VerbDirectObjectAgreement_98_spa_eng_grammatical,La mesa tiene flyers para repartir.,20.42837142944336
VerbDirectObjectAgreement_99_spa_eng_grammatical,La caja tiene stickers con el logo.,14.295513153076172
VerbDirectObjectAgreement_100_spa_eng_grammatical,El paquete tiene labels visibles.,21.626422882080078
VerbDirectObjectAgreement_101_spa_eng_grammatical,El tocador tiene glasses sobre la repisa.,27.60433578491211
VerbDirectObjectAgreement_102_spa_eng_grammatical,El perchero tiene scarves colgados.,39.39893341064453
VerbDirectObjectAgreement_103_spa_eng_grammatical,La entrada tiene umbrellas junto a la puerta.,12.58902359008789
VerbDirectObjectAgreement_104_spa_eng_grammatical,La caja tiene gloves en el fondo.,18.816631317138672
VerbDirectObjectAgreement_105_spa_eng_grammatical,El armario tiene mittens en la balda.,38.93376541137695
VerbDirectObjectAgreement_106_spa_eng_grammatical,El zapatero tiene boots alineadas.,30.143383026123047
VerbDirectObjectAgreement_107_spa_eng_grammatical,La playa tiene sandals abandonadas.,37.70631408691406
VerbDirectObjectAgreement_108_spa_eng_grammatical,La habitación tiene slippers junto a la cama.,20.096622467041016
VerbDirectObjectAgreement_109_spa_eng_grammatical,La mesa tiene glasses2 encima del libro.,42.12370300292969
VerbDirectObjectAgreement_110_spa_eng_grammatical,El mirador tiene binoculars disponibles.,15.69235610961914
VerbDirectObjectAgreement_111_spa_eng_grammatical,La joyería tiene watches en la vitrina.,25.78173828125
VerbDirectObjectAgreement_112_spa_eng_grammatical,La bandeja tiene bracelets junto al espejo.,26.63541030883789
VerbDirectObjectAgreement_113_spa_eng_grammatical,La caja tiene earrings emparejados.,28.04836654663086
VerbDirectObjectAgreement_114_spa_eng_grammatical,El estuche tiene coins antiguas.,49.39766311645508
VerbDirectObjectAgreement_115_spa_eng_grammatical,El álbum tiene stamps raros.,36.180416107177734
VerbDirectObjectAgreement_116_spa_eng_grammatical,La mesa tiene postcards apiladas.,31.403602600097656
VerbDirectObjectAgreement_117_spa_eng_grammatical,La nevera tiene magnets decorativos.,26.34029769897461
VerbDirectObjectAgreement_118_spa_eng_grammatical,El llavero tiene keys nuevas.,26.526840209960938
VerbDirectObjectAgreement_119_spa_eng_grammatical,La estación tiene chargers libres.,23.77098846435547
VerbDirectObjectAgreement_120_spa_eng_grammatical,La mesa tiene cables sueltos.,16.795398712158203
VerbDirectObjectAgreement_121_spa_eng_grammatical,La caja tiene adapters variados.,30.926883697509766
VerbDirectObjectAgreement_122_spa_eng_grammatical,El taller tiene plugs de repuesto.,32.40510177612305
VerbDirectObjectAgreement_123_spa_eng_grammatical,El armario tiene filters de aire.,20.73291778564453
VerbDirectObjectAgreement_124_spa_eng_grammatical,La caja tiene bulbs de repuesto.,29.075706481933594
VerbDirectObjectAgreement_125_spa_eng_grammatical,La caja tiene batteries alcalinas.,23.322437286376953
VerbDirectObjectAgreement_126_spa_eng_grammatical,La sala tiene remotes para la TV.,23.124557495117188
VerbDirectObjectAgreement_127_spa_eng_grammatical,La mesa tiene controllers de juegos.,26.62521743774414
VerbDirectObjectAgreement_128_spa_eng_grammatical,El estante tiene headphones colgando.,19.001033782958984
VerbDirectObjectAgreement_129_spa_eng_grammatical,El escenario tiene microphones listos.,27.4742431640625
VerbDirectObjectAgreement_130_spa_eng_grammatical,La sala tiene speakers instalados.,19.05916976928711
VerbDirectObjectAgreement_131_spa_eng_grammatical,La sala tiene projectors para la presentación.,29.765289306640625
VerbDirectObjectAgreement_132_spa_eng_grammatical,El auditorio tiene screens desplegadas.,32.656890869140625
VerbDirectObjectAgreement_133_spa_eng_grammatical,La oficina tiene monitors en cada puesto.,20.288223266601562
VerbDirectObjectAgreement_134_spa_eng_grammatical,La mesa tiene keyboards inalámbricos.,27.90947723388672
VerbDirectObjectAgreement_135_spa_eng_grammatical,La estación tiene mice de repuesto.,44.3099479675293
VerbDirectObjectAgreement_136_spa_eng_grammatical,La sala tiene printers disponibles.,30.750347137451172
VerbDirectObjectAgreement_137_spa_eng_grammatical,El despacho tiene scanners en la mesa.,32.30861282348633
VerbDirectObjectAgreement_138_spa_eng_grammatical,El archivador tiene folders por año.,30.987171173095703
VerbDirectObjectAgreement_139_spa_eng_grammatical,La mochila tiene notebooks para la clase.,31.362018585205078
VerbDirectObjectAgreement_140_spa_eng_grammatical,El estuche tiene pens de colores.,31.08660125732422
VerbDirectObjectAgreement_141_spa_eng_grammatical,La caja tiene pencils afilados.,17.448684692382812
VerbDirectObjectAgreement_142_spa_eng_grammatical,El cajón tiene erasers de repuesto.,32.8444938659668
VerbDirectObjectAgreement_143_spa_eng_grammatical,La mesa tiene markers para la pizarra.,25.71404266357422
VerbDirectObjectAgreement_144_spa_eng_grammatical,El estuche tiene highlighters brillantes.,26.368938446044922
VerbDirectObjectAgreement_145_spa_eng_grammatical,La oficina tiene staplers en el mostrador.,20.222782135009766
VerbDirectObjectAgreement_146_spa_eng_grammatical,El cajón tiene staples en un bote.,36.70681381225586
VerbDirectObjectAgreement_147_spa_eng_grammatical,La bandeja tiene clips metálicos.,19.65816879272461
VerbDirectObjectAgreement_148_spa_eng_grammatical,El escritorio tiene folders urgentes.,36.38185501098633
VerbDirectObjectAgreement_149_spa_eng_grammatical,La mesa tiene documents para revisar.,37.12076950073242
VerbDirectObjectAgreement_150_spa_eng_grammatical,La sala tiene reports impresos para la reunión.,39.44380187988281
VerbDirectObjectAgreement_151_spa_eng_grammatical,El garaje tiene ladders apoyadas contra la pared.,33.414039611816406
VerbDirectObjectAgreement_152_spa_eng_grammatical,El taller tiene helmets sobre la mesa.,33.943477630615234
VerbDirectObjectAgreement_153_spa_eng_grammatical,El perchero tiene gloves colgados junto a la puerta.,24.61876678466797
VerbDirectObjectAgreement_154_spa_eng_grammatical,El zapatero tiene boots alineadas en la estantería.,32.97905731201172
VerbDirectObjectAgreement_155_spa_eng_grammatical,La entrada tiene sandals dejadas junto al felpudo.,62.104164123535156
VerbDirectObjectAgreement_156_spa_eng_grammatical,La habitación tiene slippers junto a la cama.,20.096660614013672
VerbDirectObjectAgreement_157_spa_eng_grammatical,El perchero tiene scarves colgados.,39.398948669433594
VerbDirectObjectAgreement_158_spa_eng_grammatical,La entrada tiene umbrellas apoyadas en el rincón.,11.443950653076172
VerbDirectObjectAgreement_159_spa_eng_grammatical,La mesita tiene glasses sobre el libro.,38.7848014831543
VerbDirectObjectAgreement_160_spa_eng_grammatical,El mirador tiene binoculars disponibles para los visitantes.,7.423187255859375
VerbDirectObjectAgreement_161_spa_eng_grammatical,La joyería tiene watches en la vitrina.,25.781742095947266
VerbDirectObjectAgreement_162_spa_eng_grammatical,La bandeja tiene bracelets junto al espejo.,26.635417938232422
VerbDirectObjectAgreement_163_spa_eng_grammatical,El joyero tiene earrings emparejados.,37.99678421020508
VerbDirectObjectAgreement_164_spa_eng_grammatical,El estuche tiene coins antiguas.,49.39768981933594
VerbDirectObjectAgreement_165_spa_eng_grammatical,El álbum tiene stamps raros.,36.18041229248047
VerbDirectObjectAgreement_166_spa_eng_grammatical,La mesa tiene postcards apiladas.,31.403587341308594
VerbDirectObjectAgreement_167_spa_eng_grammatical,La nevera tiene magnets decorativos.,26.340282440185547
VerbDirectObjectAgreement_168_spa_eng_grammatical,El llavero tiene keys nuevas.,26.52686309814453
VerbDirectObjectAgreement_169_spa_eng_grammatical,La estación tiene chargers disponibles.,22.01120376586914
VerbDirectObjectAgreement_170_spa_eng_grammatical,La mesa tiene cables enredados.,20.555557250976562
VerbDirectObjectAgreement_171_spa_eng_grammatical,La caja tiene adapters variados.,30.926883697509766
VerbDirectObjectAgreement_172_spa_eng_grammatical,El taller tiene plugs de repuesto.,32.40507888793945
VerbDirectObjectAgreement_173_spa_eng_grammatical,El armario tiene filters de aire.,20.73294448852539
VerbDirectObjectAgreement_174_spa_eng_grammatical,La caja tiene bulbs de repuesto.,29.07569122314453
VerbDirectObjectAgreement_175_spa_eng_grammatical,El cajón tiene batteries alcalinas.,32.53763198852539
VerbDirectObjectAgreement_176_spa_eng_grammatical,La sala tiene remotes sobre la mesa.,32.027427673339844
VerbDirectObjectAgreement_177_spa_eng_grammatical,La mesa tiene controllers de juegos.,26.625221252441406
VerbDirectObjectAgreement_178_spa_eng_grammatical,El estante tiene headphones colgando.,19.00101089477539
VerbDirectObjectAgreement_179_spa_eng_grammatical,El escenario tiene microphones listos.,27.474258422851562
VerbDirectObjectAgreement_180_spa_eng_grammatical,La sala tiene speakers instalados.,19.059162139892578
VerbDirectObjectAgreement_181_spa_eng_grammatical,La sala tiene projectors para la presentación.,29.7652587890625
VerbDirectObjectAgreement_182_spa_eng_grammatical,El auditorio tiene screens desplegadas.,32.656890869140625
VerbDirectObjectAgreement_183_spa_eng_grammatical,La oficina tiene monitors en cada puesto.,20.28821563720703
VerbDirectObjectAgreement_184_spa_eng_grammatical,La mesa tiene keyboards inalámbricos.,27.909454345703125
VerbDirectObjectAgreement_185_spa_eng_grammatical,La estación tiene mice de repuesto.,44.30995178222656
VerbDirectObjectAgreement_186_spa_eng_grammatical,La sala tiene printers disponibles.,30.7503662109375
VerbDirectObjectAgreement_187_spa_eng_grammatical,El despacho tiene scanners en la mesa.,32.30859375
VerbDirectObjectAgreement_188_spa_eng_grammatical,El archivador tiene folders etiquetados.,44.30160140991211
VerbDirectObjectAgreement_189_spa_eng_grammatical,La mochila tiene notebooks para la clase.,31.362022399902344
VerbDirectObjectAgreement_190_spa_eng_grammatical,El estuche tiene pens de colores.,31.08660888671875
VerbDirectObjectAgreement_191_spa_eng_grammatical,La caja tiene pencils afilados.,17.448719024658203
VerbDirectObjectAgreement_192_spa_eng_grammatical,El cajón tiene erasers de repuesto.,32.84453201293945
VerbDirectObjectAgreement_193_spa_eng_grammatical,La mesa tiene markers para la pizarra.,25.714046478271484
VerbDirectObjectAgreement_194_spa_eng_grammatical,El estuche tiene highlighters brillantes.,26.36888885498047
VerbDirectObjectAgreement_195_spa_eng_grammatical,La oficina tiene staplers en el mostrador.,20.22280502319336
VerbDirectObjectAgreement_196_spa_eng_grammatical,El cajón tiene staples en un bote.,36.70680618286133
VerbDirectObjectAgreement_197_spa_eng_grammatical,La bandeja tiene clips metálicos.,19.658164978027344
VerbDirectObjectAgreement_198_spa_eng_grammatical,La mesa tiene documents para revisar.,37.12074661254883
VerbDirectObjectAgreement_199_spa_eng_grammatical,La sala tiene reports impresos para la reunión.,39.443817138671875
VerbDirectObjectAgreement_200_spa_eng_grammatical,El mostrador tiene invoices pendientes.,39.39252471923828
SubjectVerbAgreement_1_spa_eng_grammatical,El altar has velas encendidas en cada esquina.,23.720252990722656
SubjectVerbAgreement_2_spa_eng_grammatical,El busto has a plaque with the artist's name.,28.43670654296875
SubjectVerbAgreement_3_spa_eng_grammatical,El retrato has faded colors along the frame.,44.58385467529297
SubjectVerbAgreement_4_spa_eng_grammatical,El mural has floral motifs across the wall.,38.5488166809082
SubjectVerbAgreement_5_spa_eng_grammatical,El relieve has carved details along the edge.,38.03330612182617
SubjectVerbAgreement_6_spa_eng_grammatical,El modelo has removable parts in the structure.,40.8631706237793
SubjectVerbAgreement_7_spa_eng_grammatical,El tótem has carved symbols on the wooden shaft.,42.05211639404297
SubjectVerbAgreement_8_spa_eng_grammatical,El pedestal has a metal nameplate at the base.,38.121829986572266
SubjectVerbAgreement_9_spa_eng_grammatical,El mosaico has loose tiles in the lower corner.,36.52073669433594
SubjectVerbAgreement_10_spa_eng_grammatical,El maniquí has clothes arranged carefully on it.,61.961917877197266
SubjectVerbAgreement_11_spa_eng_grammatical,El monumento has a polished stone base and plaque.,42.42182540893555
SubjectVerbAgreement_12_spa_eng_grammatical,El panel has metal inlays along the surface.,38.319454193115234
SubjectVerbAgreement_13_spa_eng_grammatical,El objeto has inscriptions on the back side.,33.86305618286133
SubjectVerbAgreement_14_spa_eng_grammatical,El adorno has delicate filigree around the edges.,50.589508056640625
SubjectVerbAgreement_15_spa_eng_grammatical,El ítem has an inventory tag attached to it.,42.33272933959961
SubjectVerbAgreement_16_spa_eng_grammatical,El cuadro has visible brushstrokes in the center.,52.62058639526367
SubjectVerbAgreement_17_spa_eng_grammatical,El lienzo has layered coats of color across the surface.,40.968475341796875
SubjectVerbAgreement_18_spa_eng_grammatical,El óleo has cracked varnish near the edges.,38.5151481628418
SubjectVerbAgreement_19_spa_eng_grammatical,El bronce has green patina in several areas.,37.18934631347656
SubjectVerbAgreement_20_spa_eng_grammatical,El altar has wax residue around the candles.,38.20603942871094
SubjectVerbAgreement_21_spa_eng_grammatical,El faro has water splashes at the base of the structure.,37.79865646362305
SubjectVerbAgreement_22_spa_eng_grammatical,El obelisco has a reinforced metal base for stability.,21.915882110595703
SubjectVerbAgreement_23_spa_eng_grammatical,El monolito has weathering marks on the exposed faces.,37.7021598815918
SubjectVerbAgreement_24_spa_eng_grammatical,El coloso has an imposing scale in the public square.,34.899600982666016
SubjectVerbAgreement_25_spa_eng_grammatical,El templo has classical columns at the entrance.,29.884048461914062
SubjectVerbAgreement_26_spa_eng_grammatical,El relicario has engraved names on the inner lid.,52.12955093383789
SubjectVerbAgreement_27_spa_eng_grammatical,El vaso has a crazed glaze near the base.,44.54330825805664
SubjectVerbAgreement_28_spa_eng_grammatical,El jarrón has painted motifs around the neck.,49.031951904296875
SubjectVerbAgreement_29_spa_eng_grammatical,El reloj has a cracked glass over the dial.,37.97468185424805
SubjectVerbAgreement_30_spa_eng_grammatical,El estandarte has embroidered symbols along the fabric.,54.532413482666016
SubjectVerbAgreement_31_spa_eng_grammatical,El capitel has carved acanthus leaves on the top.,44.54888153076172
SubjectVerbAgreement_32_spa_eng_grammatical,El friso has narrative scenes carved in stone.,39.34587097167969
SubjectVerbAgreement_33_spa_eng_grammatical,El pilar has paint marks near the base.,54.9584846496582
SubjectVerbAgreement_34_spa_eng_grammatical,El pórtico has decorative moldings along the arch.,34.57263946533203
SubjectVerbAgreement_35_spa_eng_grammatical,El templete has small sculptures on each corner.,39.07051086425781
SubjectVerbAgreement_36_spa_eng_grammatical,El sarcófago has inscriptions carved on the lid.,35.728248596191406
SubjectVerbAgreement_37_spa_eng_grammatical,El mausoleo has a reinforced foundation beneath it.,23.22994613647461
SubjectVerbAgreement_38_spa_eng_grammatical,El nicho has a small statue placed inside.,29.658126831054688
SubjectVerbAgreement_39_spa_eng_grammatical,El arco has carved keystones at the apex.,51.18751525878906
SubjectVerbAgreement_40_spa_eng_grammatical,El dintel has weathered inscriptions above the doorway.,62.277793884277344
SubjectVerbAgreement_41_spa_eng_grammatical,El basamento has reinforcement bolts visible on the side.,40.099525451660156
SubjectVerbAgreement_42_spa_eng_grammatical,El zócalo has a carved plinth with decorative motifs.,52.30437088012695
SubjectVerbAgreement_43_spa_eng_grammatical,El sagrario has a gilded door with tiny hinges.,45.0699577331543
SubjectVerbAgreement_44_spa_eng_grammatical,El retablo has painted panels depicting saints.,60.759803771972656
SubjectVerbAgreement_45_spa_eng_grammatical,El púlpito has carved reliefs along the sides.,33.82263946533203
SubjectVerbAgreement_46_spa_eng_grammatical,El coro has wooden stalls arranged in a semicircle.,31.293197631835938
SubjectVerbAgreement_47_spa_eng_grammatical,El órgano has polished pipes shining in the light.,46.484130859375
SubjectVerbAgreement_48_spa_eng_grammatical,El vitral has colored panes forming a scene.,62.75925827026367
SubjectVerbAgreement_49_spa_eng_grammatical,El banco has carved armrests on each side.,25.0196533203125
SubjectVerbAgreement_50_spa_eng_grammatical,El farol has glass panels and a metal frame.,34.44959259033203
SubjectVerbAgreement_51_spa_eng_grammatical,El campanario has bells mounted on wooden beams.,29.451847076416016
SubjectVerbAgreement_52_spa_eng_grammatical,El arco has dovelas talladas en la clave.,50.5295295715332
SubjectVerbAgreement_53_spa_eng_grammatical,El dintel has inscripciones erosionadas sobre la puerta.,60.25498962402344
SubjectVerbAgreement_54_spa_eng_grammatical,El basamento has pernos de anclaje visibles en el lateral.,48.720947265625
SubjectVerbAgreement_55_spa_eng_grammatical,El zócalo has relieves geométricos en la superficie.,23.156414031982422
SubjectVerbAgreement_56_spa_eng_grammatical,El sagrario has una puerta dorada con bisagras pequeñas.,47.60090637207031
SubjectVerbAgreement_57_spa_eng_grammatical,El retablo has paneles pintados que representan santos.,29.71727752685547
SubjectVerbAgreement_58_spa_eng_grammatical,El púlpito has relieves tallados a ambos lados.,29.008182525634766
SubjectVerbAgreement_59_spa_eng_grammatical,El coro has bancos de madera dispuestos en semicírculo.,45.2495002746582
SubjectVerbAgreement_60_spa_eng_grammatical,El órgano has tubos pulidos que reflejan la luz.,35.094234466552734
SubjectVerbAgreement_61_spa_eng_grammatical,El vitral has paneles coloreados que forman una escena.,37.378379821777344
SubjectVerbAgreement_62_spa_eng_grammatical,El banco has reposabrazos tallados en los extremos.,41.811885833740234
SubjectVerbAgreement_63_spa_eng_grammatical,El farol has cristales y una estructura metálica.,22.594966888427734
SubjectVerbAgreement_64_spa_eng_grammatical,El campanario has campanas montadas sobre vigas de madera.,22.591346740722656
SubjectVerbAgreement_65_spa_eng_grammatical,El badajo has marcas de uso en la superficie metálica.,48.82148361206055
SubjectVerbAgreement_66_spa_eng_grammatical,El atrio has mosaicos en el suelo junto a la entrada.,30.659847259521484
SubjectVerbAgreement_67_spa_eng_grammatical,El pilar has grietas finas cerca de la base.,34.67021179199219
SubjectVerbAgreement_68_spa_eng_grammatical,El capitel has hojas de acanto talladas en la parte superior.,40.601173400878906
SubjectVerbAgreement_69_spa_eng_grammatical,El friso has escenas narrativas esculpidas en piedra.,41.967201232910156
SubjectVerbAgreement_70_spa_eng_grammatical,El pórtico has molduras decorativas a lo largo del arco.,22.852401733398438
SubjectVerbAgreement_71_spa_eng_grammatical,El templete has esculturas pequeñas en cada esquina.,30.76308822631836
SubjectVerbAgreement_72_spa_eng_grammatical,El sarcófago has inscripciones grabadas en la tapa.,23.374343872070312
SubjectVerbAgreement_73_spa_eng_grammatical,El mausoleo has cimientos reforzados bajo la estructura.,23.491416931152344
SubjectVerbAgreement_74_spa_eng_grammatical,El nicho has una estatua pequeña colocada en su interior.,32.78263473510742
SubjectVerbAgreement_75_spa_eng_grammatical,El arco has dovelas talladas que forman la curva.,57.606101989746094
SubjectVerbAgreement_76_spa_eng_grammatical,El dintel has inscripciones desgastadas sobre la entrada.,53.074527740478516
SubjectVerbAgreement_77_spa_eng_grammatical,El frontón has esculturas en el remate del edificio.,40.17208480834961
SubjectVerbAgreement_78_spa_eng_grammatical,El alero has molduras y gárgolas en los extremos.,34.098175048828125
SubjectVerbAgreement_79_spa_eng_grammatical,El tejadillo has tejas rotas en la parte superior.,45.483177185058594
SubjectVerbAgreement_80_spa_eng_grammatical,El mirador has barandillas de hierro alrededor.,31.556270599365234
SubjectVerbAgreement_81_spa_eng_grammatical,El quiosco has paneles decorativos en las paredes.,18.717788696289062
SubjectVerbAgreement_82_spa_eng_grammatical,El templete has mosaicos en el suelo interior.,37.272727966308594
SubjectVerbAgreement_83_spa_eng_grammatical,El cenotafio has una inscripción conmemorativa en la cara frontal.,44.419498443603516
SubjectVerbAgreement_84_spa_eng_grammatical,El obelisco has una base reforzada con placas metálicas.,23.622295379638672
SubjectVerbAgreement_85_spa_eng_grammatical,El monolito has marcas de erosión en las caras expuestas.,35.887149810791016
SubjectVerbAgreement_86_spa_eng_grammatical,El coloso has una escala imponente en la plaza central.,44.5689811706543
SubjectVerbAgreement_87_spa_eng_grammatical,El templo has columnas clásicas en la entrada principal.,39.24773025512695
SubjectVerbAgreement_88_spa_eng_grammatical,El relicario has nombres grabados en la tapa interior.,50.43164825439453
SubjectVerbAgreement_89_spa_eng_grammatical,El vaso has esmalte craquelado cerca de la base.,47.86201858520508
SubjectVerbAgreement_90_spa_eng_grammatical,El jarrón has motivos pintados alrededor del cuello.,33.86556625366211
SubjectVerbAgreement_91_spa_eng_grammatical,El reloj has cristal agrietado sobre la esfera.,47.8135871887207
SubjectVerbAgreement_92_spa_eng_grammatical,El estandarte has símbolos bordados en la tela.,30.19671630859375
SubjectVerbAgreement_93_spa_eng_grammatical,El capitel has motivos vegetales tallados en la parte superior.,41.62113571166992
SubjectVerbAgreement_94_spa_eng_grammatical,El friso has escenas talladas que narran una historia.,40.869075775146484
SubjectVerbAgreement_95_spa_eng_grammatical,El pilar has manchas de pintura cerca de la base.,39.55097579956055
SubjectVerbAgreement_96_spa_eng_grammatical,El pórtico has molduras ornamentales en el arco central.,27.43566131591797
SubjectVerbAgreement_97_spa_eng_grammatical,El templete has esculturas en miniatura en las esquinas.,28.75440216064453
SubjectVerbAgreement_98_spa_eng_grammatical,El sarcófago has inscripciones funerarias en los laterales.,20.480026245117188
SubjectVerbAgreement_99_spa_eng_grammatical,El mausoleo has una base de piedra reforzada.,18.9732666015625
SubjectVerbAgreement_100_spa_eng_grammatical,El nicho has una figura colocada en su interior.,34.23073196411133
SubjectVerbAgreement_101_spa_eng_grammatical,El arco has dovelas decorativas en la curva superior.,55.7183723449707
SubjectVerbAgreement_102_spa_eng_grammatical,El libro has páginas dobladas en la esquina.,27.715194702148438
SubjectVerbAgreement_103_spa_eng_grammatical,El mapa has rutas marcadas con tinta roja.,25.908489227294922
SubjectVerbAgreement_104_spa_eng_grammatical,El sello has una imagen grabada en el centro.,31.32386016845703
SubjectVerbAgreement_105_spa_eng_grammatical,El sello_marca has el logo impreso en la cara.,43.225006103515625
SubjectVerbAgreement_106_spa_eng_grammatical,El cuadro has un marco dorado alrededor.,27.42139434814453
SubjectVerbAgreement_107_spa_eng_grammatical,El lienzo has capas de imprimación visibles.,24.160900115966797
SubjectVerbAgreement_108_spa_eng_grammatical,El óleo has craquelado en la superficie.,28.44144058227539
SubjectVerbAgreement_109_spa_eng_grammatical,El bronce has manchas verdosas por la pátina.,49.86604690551758
SubjectVerbAgreement_110_spa_eng_grammatical,El mármol has vetas oscuras en la base.,56.00674057006836
SubjectVerbAgreement_111_spa_eng_grammatical,El pedestal has una placa con la fecha de inauguración.,25.807518005371094
SubjectVerbAgreement_112_spa_eng_grammatical,El mosaico has teselas faltantes en el borde.,62.906837463378906
SubjectVerbAgreement_113_spa_eng_grammatical,El relieve has sombras profundas entre las figuras.,31.690101623535156
SubjectVerbAgreement_114_spa_eng_grammatical,El friso has escenas talladas en secuencia.,52.35856246948242
SubjectVerbAgreement_115_spa_eng_grammatical,El capitel has hojas talladas en la parte superior.,26.210384368896484
SubjectVerbAgreement_116_spa_eng_grammatical,El pilar has grietas finas cerca de la base.,34.67021179199219
SubjectVerbAgreement_117_spa_eng_grammatical,El arco has dovelas decorativas en la curva.,59.47549057006836
SubjectVerbAgreement_118_spa_eng_grammatical,El dintel has inscripciones erosionadas sobre la puerta.,60.25498962402344
SubjectVerbAgreement_119_spa_eng_grammatical,El frontón has esculturas en el remate del edificio.,40.17208480834961
SubjectVerbAgreement_120_spa_eng_grammatical,El alero has molduras talladas en los extremos.,31.767452239990234
SubjectVerbAgreement_121_spa_eng_grammatical,El tejado has tejas rotas en la parte superior.,37.0617561340332
SubjectVerbAgreement_122_spa_eng_grammatical,El mirador has barandillas de hierro alrededor.,31.556270599365234
SubjectVerbAgreement_123_spa_eng_grammatical,El quiosco has paneles decorativos en las paredes.,18.717788696289062
SubjectVerbAgreement_124_spa_eng_grammatical,El cenotafio has una inscripción conmemorativa en la cara frontal.,44.419498443603516
SubjectVerbAgreement_125_spa_eng_grammatical,El obelisco has una base reforzada con placas metálicas.,23.62232208251953
SubjectVerbAgreement_126_spa_eng_grammatical,El monolito has marcas de erosión en las caras expuestas.,35.88713073730469
SubjectVerbAgreement_127_spa_eng_grammatical,El coloso has una escala imponente en la plaza.,43.0809326171875
SubjectVerbAgreement_128_spa_eng_grammatical,El templo has columnas clásicas en la entrada.,41.714805603027344
SubjectVerbAgreement_129_spa_eng_grammatical,El relicario has nombres grabados en la tapa interior.,50.43164825439453
SubjectVerbAgreement_130_spa_eng_grammatical,El sarcófago has inscripciones funerarias en los laterales.,20.48004150390625
SubjectVerbAgreement_131_spa_eng_grammatical,El mausoleo has cimientos reforzados bajo la estructura.,23.491416931152344
SubjectVerbAgreement_132_spa_eng_grammatical,El nicho has una estatua pequeña colocada en su interior.,32.78263473510742
SubjectVerbAgreement_133_spa_eng_grammatical,El sarcófago2 has relieves tallados en la tapa.,52.34165954589844
SubjectVerbAgreement_134_spa_eng_grammatical,El púlpito has relieves tallados a ambos lados.,29.008182525634766
SubjectVerbAgreement_135_spa_eng_grammatical,El coro has bancos de madera dispuestos en semicírculo.,45.2495002746582
SubjectVerbAgreement_136_spa_eng_grammatical,El órgano has tubos pulidos que reflejan la luz.,35.094234466552734
SubjectVerbAgreement_137_spa_eng_grammatical,El vitral has paneles coloreados que forman una escena.,37.378379821777344
SubjectVerbAgreement_138_spa_eng_grammatical,El banco has reposabrazos tallados en los extremos.,41.811885833740234
SubjectVerbAgreement_139_spa_eng_grammatical,El farol has cristales y una estructura metálica.,22.594966888427734
SubjectVerbAgreement_140_spa_eng_grammatical,El campanario has campanas montadas sobre vigas de madera.,22.591346740722656
SubjectVerbAgreement_141_spa_eng_grammatical,El badajo has marcas de uso en la superficie metálica.,48.82148361206055
SubjectVerbAgreement_142_spa_eng_grammatical,El atrio has mosaicos en el suelo junto a la entrada.,30.659847259521484
SubjectVerbAgreement_143_spa_eng_grammatical,El frontón has esculturas en el remate del edificio.,40.17208480834961
SubjectVerbAgreement_144_spa_eng_grammatical,El alero has gárgolas y molduras en los extremos.,31.62133026123047
SubjectVerbAgreement_145_spa_eng_grammatical,El tejadillo has tejas sueltas en la parte superior.,32.54104232788086
SubjectVerbAgreement_146_spa_eng_grammatical,El mirador has barandillas oxidadas alrededor.,36.83140563964844
SubjectVerbAgreement_147_spa_eng_grammatical,El quiosco2 has paneles pintados con motivos locales.,49.69822692871094
SubjectVerbAgreement_148_spa_eng_grammatical,El cenotafio2 has una placa conmemorativa en la cara frontal.,61.86220169067383
SubjectVerbAgreement_149_spa_eng_grammatical,El obelisco2 has una base reforzada con placas metálicas.,34.737030029296875
SubjectVerbAgreement_150_spa_eng_grammatical,El monolito2 has marcas de erosión en las caras expuestas.,40.29936599731445
SubjectVerbAgreement_151_spa_eng_grammatical,El coloso2 has una escala imponente en la plaza central.,55.19676971435547
