phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
ComplexNPs,14,Corta el sharp knife con cuidado sobre la tabla de madera.,Corta el knife sharp con cuidado sobre la tabla de madera.,Please pass the knife afilado so I can finish preparing dinner.,Please pass afilado the knife so I can finish preparing dinner.
ComplexNPs,15,Pon el silver fork a la derecha del plato principal  por favor.,Pon el fork silver a la derecha del plato principal  por favor.,He placed the fork plateado beside the napkin at every setting.,He placed plateado the fork beside the napkin at every setting.
ComplexNPs,16,Escribe tu respuesta con el HB pencil en la hoja superior.,Escribe tu respuesta con el pencil HB en la hoja superior.,She sharpened the pencil nuevo before starting the sketch in class.,She sharpened nuevo the pencil before starting the sketch in class.
ComplexNPs,17,Deja el spiral notebook en mi escritorio cuando termines de estudiar.,Deja el notebook spiral en mi escritorio cuando termines de estudiar.,He opened the notebook nuevo to review his notes from yesterday.,He opened nuevo the notebook to review his notes from yesterday.
ComplexNPs,18,Extiende el folded map sobre la mesa para que todos lo vean.,Extiende el map folded sobre la mesa para que todos lo vean.,They consulted the map antiguo to find the hidden trail entrance.,They consulted antiguo the map to find the hidden trail entrance.
ComplexNPs,19,Plantaron el young tree junto al sendero durante la jornada comunitaria.,Plantaron el tree young junto al sendero durante la jornada comunitaria.,They watered the tree joven after planting it in the park.,They watered joven the tree after planting it in the park.
ComplexNPs,20,Tomaron el overnight train para llegar a la ciudad al amanecer.,Tomaron el train overnight para llegar a la ciudad al amanecer.,She missed the train rápido because traffic delayed her getting to the station.,She missed rápido the train because traffic delayed her getting to the station.
ComplexNPs,21,Reservaron el private plane para el viaje de negocios la próxima semana.,Reservaron el plane private para el viaje de negocios la próxima semana.,They boarded the plane directo after checking their passports at the gate.,They boarded directo the plane after checking their passports at the gate.
ComplexNPs,22,Alquilamos el fishing boat para pasar la tarde en la bahía.,Alquilamos el boat fishing para pasar la tarde en la bahía.,We rented the boat pequeño to explore the lake this afternoon.,We rented pequeño the boat to explore the lake this afternoon.
ComplexNPs,23,Dejaron el wooden bench frente al museo para descansar un rato.,Dejaron el bench wooden frente al museo para descansar un rato.,She sat on the bench viejo while waiting for the tour to start.,She sat on viejo the bench while waiting for the tour to start.
ComplexNPs,24,Compramos verduras en el open market cerca de la plaza central.,Compramos verduras en el market open cerca de la plaza central.,He visited the market local early to find the best produce.,He visited local the market early to find the best produce.
ComplexNPs,25,Montaron el grey horse por el sendero que bordea el río.,Montaron el horse grey por el sendero que bordea el río.,She brushed the horse viejo before saddling it for the lesson.,She brushed viejo the horse before saddling it for the lesson.
ComplexNPs,26,Apaga el flat television cuando termines de ver la serie.,Apaga el television flat cuando termines de ver la serie.,They bought the television nuevo because the old one stopped working.,They bought nuevo the television because the old one stopped working.
ComplexNPs,27,Cuelga el waterproof jacket en el perchero al entrar empapado.,Cuelga el jacket waterproof en el perchero al entrar empapado.,He left the jacket pesado on the chair near the door.,He left pesado the jacket on the chair near the door.
ComplexNPs,28,Guarda el concert ticket en tu cartera hasta que entres al recinto.,Guarda el ticket concert en tu cartera hasta que entres al recinto.,She lost the ticket impreso but later found it in her bag.,She lost impreso the ticket but later found it in her bag.
ComplexNPs,29,Colocó el antique ring en la caja antes de cerrar la vitrina.,Colocó el ring antique en la caja antes de cerrar la vitrina.,He admired the ring brillante under the display lights for a while.,He admired brillante the ring under the display lights for a while.
ComplexNPs,30,Ensayó el grand piano durante horas antes del concierto del sábado.,Ensayó el piano grand durante horas antes del concierto del sábado.,They tuned the piano viejo before the recital in the small hall.,They tuned viejo the piano before the recital in the small hall.
ComplexNPs,31,Recoge el compact umbrella del perchero antes de salir bajo la lluvia.,Recoge el umbrella compact del perchero antes de salir bajo la lluvia.,Please take the umbrella plegable from the stand by the door.,Please take plegable the umbrella from the stand by the door.
ComplexNPs,32,Envía el confidential document por correo seguro antes del mediodía  por favor.,Envía el document confidential por correo seguro antes del mediodía  por favor.,She signed the document oficial and returned it to the office.,She signed oficial the document and returned it to the office.
ComplexNPs,33,Coloca el round mirror en la pared del pasillo junto a la entrada.,Coloca el mirror round en la pared del pasillo junto a la entrada.,He cleaned the mirror grande before hanging it above the mantel.,He cleaned grande the mirror before hanging it above the mantel.
ComplexNPs,34,Pasa el soft brush por la alfombra para quitar el polvo.,Pasa el brush soft por la alfombra para quitar el polvo.,She bought the brush nuevo to clean the delicate fabric at home.,She bought nuevo the brush to clean the delicate fabric at home.
ComplexNPs,35,Deja el scented soap junto al lavabo para los invitados esta noche.,Deja el soap scented junto al lavabo para los invitados esta noche.,He replaced the soap líquido in the dispenser near the sink.,He replaced líquido the soap in the dispenser near the sink.
ComplexNPs,36,Precalienta el electric oven a la temperatura indicada antes de hornear.,Precalienta el oven electric a la temperatura indicada antes de hornear.,They checked the oven caliente to ensure it was safe before baking.,They checked caliente the oven to ensure it was safe before baking.
ComplexNPs,37,Lee el local newspaper mientras tomas café en la terraza esta mañana.,Lee el newspaper local mientras tomas café en la terraza esta mañana.,She folded the newspaper matutino and left it on the doorstep.,She folded matutino the newspaper and left it on the doorstep.
ComplexNPs,38,Ajusta el cycling helmet antes de subir a la bicicleta en la pista.,Ajusta el helmet cycling antes de subir a la bicicleta en la pista.,He grabbed the helmet seguro from the shelf before leaving for the ride.,He grabbed seguro the helmet from the shelf before leaving for the ride.
ComplexNPs,39,Encuentra el leather glove que dejaste en la mesa del comedor.,Encuentra el glove leather que dejaste en la mesa del comedor.,She repaired the glove roto before returning it to the owner.,She repaired roto the glove before returning it to the owner.
ComplexNPs,40,Lava el wool sweater según las instrucciones antes de guardarlo en otoño.,Lava el sweater wool según las instrucciones antes de guardarlo en otoño.,He folded the sweater limpio and placed it on the top shelf.,He folded limpio the sweater and placed it on the top shelf.
ComplexNPs,41,Pon el silver collar en la mesa junto a la caja de joyas.,Pon el collar silver en la mesa junto a la caja de joyas.,She adjusted the collar dorado before stepping out into the cold evening.,She adjusted dorado the collar before stepping out into the cold evening.
ComplexNPs,42,Revisa el valid passport para asegurarte de que no esté caducado antes del viaje.,Revisa el passport valid para asegurarte de que no esté caducado antes del viaje.,He kept the passport seguro in a hidden pocket during the trip.,He kept seguro the passport in a hidden pocket during the trip.
ComplexNPs,43,Cruza el wooden bridge con cuidado porque las tablas están resbaladizas.,Cruza el bridge wooden con cuidado porque las tablas están resbaladizas.,They photographed the bridge antiguo at sunset for the travel blog.,They photographed antiguo the bridge at sunset for the travel blog.
ComplexNPs,44,Sigue el winding road hasta la granja y aparca junto al granero.,Sigue el road winding hasta la granja y aparca junto al granero.,We repaired the road principal after the heavy rains damaged several sections.,We repaired principal the road after the heavy rains damaged several sections.
ComplexNPs,45,Pescaron en el shallow river hasta que el sol se ocultó.,Pescaron en el river shallow hasta que el sol se ocultó.,They kayaked down the river ancho enjoying the calm water and sun.,They kayaked ancho the river enjoying the calm water and sun.
ComplexNPs,46,Nadaron en el clear lake hasta que el frío los obligó a salir.,Nadaron en el lake clear hasta que el frío los obligó a salir.,He rented a boat on the lake tranquilo for an afternoon of relaxation.,He rented tranquilo the lake for an afternoon of relaxation.
ComplexNPs,47,Entraron al modern stadium con sus entradas y buscaron sus asientos.,Entraron al stadium modern con sus entradas y buscaron sus asientos.,The fans cheered in the stadium lleno as the teams took the field.,The fans cheered lleno the stadium as the teams took the field.
ComplexNPs,48,Disfrutaron el outdoor concert desde la colina con mantas y bocadillos.,Disfrutaron el concert outdoor desde la colina con mantas y bocadillos.,She attended the concert íntimo with friends and sang along to every song.,She attended íntimo the concert with friends and sang along to every song.
ComplexNPs,49,Reservamos el charity show para el sábado y esperamos una gran noche.,Reservamos el show charity para el sábado y esperamos una gran noche.,They rehearsed the show completo until the director was satisfied with every scene.,They rehearsed completo the show until the director was satisfied with every scene.
ComplexNPs,50,Cambia el halogen foco en la lámpara antes de que lleguen los invitados.,Cambia el foco halogen en la lámpara antes de que lleguen los invitados.,Please replace the foco quemado so the room will be bright for dinner.,Please replace quemado the foco so the room will be bright for dinner.
ComplexNPs,51,Colgó el ancient painting en la galería antes de la inauguración del viernes.,Colgó el painting ancient en la galería antes de la inauguración del viernes.,They examined the painting antiguo under the conservator's lamp for damage.,They examined antiguo the painting under the conservator's lamp for damage.
ComplexNPs,52,Metió el small pocket la carta dentro del abrigo antes de salir.,Metió el pocket small la carta dentro del abrigo antes de salir.,She found the pocket vacío after searching through her coat pockets.,She found vacío the pocket after searching through her coat pockets.
ComplexNPs,53,Secó el clean sock en la secadora antes de guardarlo en la cesta.,Secó el sock clean en la secadora antes de guardarlo en la cesta.,He matched the sock perdido with its pair before putting them away.,He matched perdido the sock with its pair before putting them away.
ComplexNPs,54,El conductor estacionó el heavy truck junto al muelle para descargar la carga.,El conductor estacionó el truck heavy junto al muelle para descargar la carga.,They inspected the truck nuevo before sending it out on the route.,They inspected nuevo the truck before sending it out on the route.
ComplexNPs,55,Tomaron el crowded bus en la parada de la esquina esta mañana.,Tomaron el bus crowded en la parada de la esquina esta mañana.,She missed the bus temprano because the traffic delayed her arrival.,She missed temprano the bus because the traffic delayed her arrival.
ComplexNPs,56,Bajaron el deep subway en la estación central para cambiar de línea.,Bajaron el subway deep en la estación central para cambiar de línea.,He waited for the subway lleno and checked the schedule on his phone.,He waited lleno the subway and checked the schedule on his phone.
ComplexNPs,57,Pasaron el quiet park con los niños mientras buscaban un lugar para picnic.,Pasaron el park quiet con los niños mientras buscaban un lugar para picnic.,They walked the park verde at dusk enjoying the cool evening breeze.,They walked verde the park at dusk enjoying the cool evening breeze.
ComplexNPs,58,Regaron el small garden antes de que el sol se pusiera esta tarde.,Regaron el garden small antes de que el sol se pusiera esta tarde.,She tended the garden nuevo and trimmed the roses for the festival.,She tended nuevo the garden and trimmed the roses for the festival.
ComplexNPs,59,Cruzaron el open field para llegar al molino antes de que oscureciera.,Cruzaron el field open para llegar al molino antes de que oscureciera.,The children played in the field amplio until their parents called them home.,The children played amplio the field until their parents called them home.
ComplexNPs,60,Exploraron el dense forest con linternas durante la excursión nocturna del colegio.,Exploraron el forest dense con linternas durante la excursión nocturna del colegio.,They photographed the forest antiguo while hiking along the narrow mountain trail.,They photographed antiguo the forest while hiking along the narrow mountain trail.
ComplexNPs,61,Visitaron el modern museum para ver la exposición de arte contemporáneo internacional.,Visitaron el museum modern para ver la exposición de arte contemporáneo internacional.,She guided the museum privado tour for the group of visiting students today.,She guided privado the museum tour for the group of visiting students today.
ComplexNPs,62,Reservaron el small theater para la función que empezaba a las ocho.,Reservaron el theater small para la función que empezaba a las ocho.,He bought the theater barato tickets online before they sold out quickly.,He bought barato the theater tickets online before they sold out quickly.
ComplexNPs,63,Entraron el independent cinema justo cuando empezaba la película de la noche.,Entraron el cinema independent justo cuando empezaba la película de la noche.,They enjoyed the cinema local screening with comfortable seats and clear sound.,They enjoyed local the cinema screening with comfortable seats and clear sound.
ComplexNPs,64,Cenamos el cozy restaurant que abrió cerca de la plaza central anoche.,Cenamos el restaurant cozy que abrió cerca de la plaza central anoche.,She recommended the restaurant nuevo to friends because the food was excellent.,She recommended nuevo the restaurant to friends because the food was excellent.
ComplexNPs,65,Reservaron el boutique hotel con vista al mar para las vacaciones de verano.,Reservaron el hotel boutique con vista al mar para las vacaciones de verano.,They checked into the hotel céntrico after a long day of traveling together.,They checked céntrico the hotel after a long day of traveling together.
ComplexNPs,66,Nos encontramos en el quiet bar de la esquina para conversar un rato.,Nos encontramos el bar quiet en la esquina para conversar un rato.,He left the bar lleno when it started to rain heavily outside the door.,He left lleno the bar when it started to rain heavily outside the door.
ComplexNPs,67,Cortaron el chocolate cake en porciones iguales para repartir entre los invitados.,Cortaron el cake chocolate en porciones iguales para repartir entre los invitados.,She baked the cake casero for the celebration and decorated it with care.,She baked casero the cake for the celebration and decorated it with care.
ComplexNPs,68,Compraron el creamy ice_cream en la heladería antes de volver a casa.,Compraron el ice_cream creamy en la heladería antes de volver a casa.,He tasted the ice_cream frío and smiled at the rich  creamy flavor.,He tasted frío the ice_cream and smiled at the rich  creamy flavor.
ComplexNPs,69,Sirve el fresh juice en vasos fríos para los niños en la merienda.,Sirve el juice fresh en vasos fríos para los niños en la merienda.,She poured the juice natural into bottles to take to the picnic later.,She poured natural the juice into bottles to take to the picnic later.
ComplexNPs,70,Prepara el hot tea en la tetera antes de que lleguen los invitados.,Prepara el tea hot en la tetera antes de que lleguen los invitados.,He steeped the tea fuerte for five minutes to get the right strength.,He steeped fuerte the tea for five minutes to get the right strength.
ComplexNPs,71,Guardaron el red wine en la bodega para que envejeciera unos meses más.,Guardaron el wine red en la bodega para que envejeciera unos meses más.,They opened the wine reserva to celebrate the good news with close friends.,They opened reserva the wine to celebrate the good news with close friends.
ComplexNPs,72,Sirvió el light dessert al final de la cena para sorprender a los comensales.,Sirvió el dessert light al final de la cena para sorprender a los comensales.,She prepared the dessert casero with fresh fruit and a light syrup topping.,She prepared casero the dessert with fresh fruit and a light syrup topping.
ComplexNPs,73,Preparó el hearty breakfast antes de que los niños se despertaran esta mañana.,Preparó el breakfast hearty antes de que los niños se despertaran esta mañana.,They enjoyed the breakfast temprano together at the small table by the window.,They enjoyed temprano the breakfast together at the small table by the window.
ComplexNPs,74,Empacó el packed lunch para llevarlo al trabajo y comer en la oficina.,Empacó el lunch packed para llevarlo al trabajo y comer en la oficina.,He postponed the lunch ligero until after the important meeting finished.,He postponed ligero the lunch until after the important meeting finished.
ComplexNPs,75,Limpia el small bathroom antes de que lleguen los invitados esta tarde  por favor.,Limpia el bathroom small antes de que lleguen los invitados esta tarde por favor.,She painted the bathroom nuevo a un color suave para iluminar el espacio.,She painted nuevo the bathroom a un color suave para iluminar el espacio.
ComplexNPs,76,Ordena el spare room y guarda la ropa antes de que lleguen tus padres.,Ordena el room spare y guarda la ropa antes de que lleguen tus padres.,He locked the room privado door to ensure privacy while he studied late.,He locked privado the room door to ensure privacy while he studied late.
ComplexNPs,77,Decoraron el master bedroom con luces y plantas para crear un ambiente acogedor.,Decoraron el bedroom master con luces y plantas para crear un ambiente acogedor.,She cleaned the bedroom principal thoroughly before the guests arrived for the weekend.,She cleaned principal the bedroom thoroughly before the guests arrived for the weekend.
ComplexNPs,78,Guardaron el dry basement las cajas con recuerdos en la esquina más oscura.,Guardaron el basement dry las cajas con recuerdos en la esquina más oscura.,They converted the basement útil into a workshop for weekend DIY projects.,They converted útil the basement into a workshop for weekend DIY projects.
ComplexNPs,79,Pusieron el small balcony plantas y sillas para disfrutar las tardes de verano.,Pusieron el balcony small plantas y sillas para disfrutar las tardes de verano.,She watered the balcony plantas early before the heat of the day.,She watered plantas the balcony early before the heat of the day.
ComplexNPs,80,Organizaron el board game en el salón para que todos participaran y se divirtieran.,Organizaron el game board en el salón para que todos participaran y se divirtieran.,He won the game final after a tense last round with his opponent.,He won final the game after a tense last round with his opponent.
ComplexNPs,81,Vieron el friendly match en la televisión con amigos y mucha emoción.,Vieron el match friendly en la televisión con amigos y mucha emoción.,They attended the match decisivo and cheered loudly for their hometown team.,They attended decisivo the match and cheered loudly for their hometown team.
ComplexNPs,82,Apoyaron el local team durante todo el torneo con pancartas y cánticos.,Apoyaron el team local durante todo el torneo con pancartas y cánticos.,She coached the team juvenil through drills before the big game tomorrow.,She coached juvenil the team through drills before the big game tomorrow.
ComplexNPs,83,Celebraron el winning goal con abrazos y gritos cuando terminó el partido.,Celebraron el goal winning con abrazos y gritos cuando terminó el partido.,He scored the goal decisivo in the final minute to win the match.,He scored decisivo the goal in the final minute to win the match.
ComplexNPs,84,Alquilaron el cozy apartment cerca del centro para reducir el tiempo de viaje.,Alquilaron el apartment cozy cerca del centro para reducir el tiempo de viaje.,They painted the apartment nuevo to freshen up the living room before guests.,They painted nuevo the apartment to freshen up the living room before guests.
ComplexNPs,85,Subieron el slow elevator porque las escaleras estaban cerradas por mantenimiento.,Subieron el elevator slow porque las escaleras estaban cerradas por mantenimiento.,He pressed the elevator botón and waited patiently for it to arrive.,He pressed botón the elevator and waited patiently for it to arrive.
ComplexNPs,86,Enciende el ceiling fan si hace calor mientras trabajas en la oficina.,Enciende el fan ceiling si hace calor mientras trabajas en la oficina.,They installed the fan potente to improve airflow in the small room.,They installed potente the fan to improve airflow in the small room.
ComplexNPs,87,Conecta el loose plug en la toma antes de encender el aparato eléctrico.,Conecta el plug loose en la toma antes de encender el aparato eléctrico.,She checked the plug roto for damage before plugging in the new lamp.,She checked roto the plug for damage before plugging in the new lamp.
ComplexNPs,88,Apaga el main switch cuando salgas para ahorrar energía en la oficina.,Apaga el switch main cuando salgas para ahorrar energía en la oficina.,He flipped the switch principal to turn on the lights in the hallway.,He flipped principal the switch to turn on the lights in the hallway.
ComplexNPs,89,Pulsa el red button para iniciar la máquina y espera a que termine.,Pulsa el button red para iniciar la máquina y espera a que termine.,She sewed the button perdido back onto the coat before the trip tomorrow.,She sewed perdido the button back onto the coat before the trip tomorrow.
ComplexNPs,90,Busca el small remote_control entre los cojines del sofá antes de la película.,Busca el remote_control small entre los cojines del sofá antes de la película.,He lost the remote_control viejo but found it under the newspaper later.,He lost viejo the remote_control but found it under the newspaper later.
ComplexNPs,91,Colocaron el portable speaker en la esquina para mejorar la calidad del sonido.,Colocaron el speaker portable en la esquina para mejorar la calidad del sonido.,They tested the speaker potente volume before the presentation began in the hall.,They tested potente the speaker volume before the presentation began in the hall.
ComplexNPs,92,Ajusta el wireless microphone para que la voz se escuche clara en el evento.,Ajusta el microphone wireless para que la voz se escuche clara en el evento.,She checked the microphone cable to ensure it was securely connected.,She checked cable the microphone to ensure it was securely connected.
ComplexNPs,93,Revisaron el raw video de la reunión para tomar notas sobre las decisiones.,Revisaron el video raw de la reunión para tomar notas sobre las decisiones.,He uploaded the video edit to the shared drive for the whole team.,He uploaded edit the video to the shared drive for the whole team.
ComplexNPs,94,Guarda el important file en la carpeta correcta antes de cerrar el ordenador.,Guarda el file important en la carpeta correcta antes de cerrar el ordenador.,She opened the file confidencial to review the figures for the report.,She opened confidencial the file to review the figures for the report.
ComplexNPs,95,Revisa el urgent mail antes de salir para responder los mensajes importantes.,Revisa el mail urgent antes de salir para responder los mensajes importantes.,He forwarded the mail importante to his colleague for additional review and comments.,He forwarded importante the mail to his colleague for additional review and comments.
ComplexNPs,96,Envía el quick message al grupo para confirmar la hora de la reunión.,Envía el message quick al grupo para confirmar la hora de la reunión.,She deleted the message equivocado that contained outdated information from her inbox.,She deleted equivocado the message that contained outdated information from her inbox.
ComplexNPs,97,Firma el final contract y devuélvelo a la oficina antes del viernes.,Firma el contract final y devuélvelo a la oficina antes del viernes.,They reviewed the contract legal clause by clause with their advisor.,They reviewed legal the contract clause by clause with their advisor.
ComplexNPs,98,Guarda el paper receipt por si necesitas hacer una devolución más tarde.,Guarda el receipt paper por si necesitas hacer una devolución más tarde.,He scanned the receipt digital and attached it to the expense report.,He scanned digital the receipt and attached it to the expense report.
ComplexNPs,99,Deposita el bank check en el banco antes de que cierre la sucursal.,Deposita el check bank en el banco antes de que cierre la sucursal.,She endorsed the check firmado and handed it to the teller at once.,She endorsed firmado the check and handed it to the teller at once.
ComplexNPs,100,Encuentra el leather wallet en la bolsa antes de salir hacia la estación.,Encuentra el wallet leather en la bolsa antes de salir hacia la estación.,He left the wallet vacío on the counter and returned to retrieve it.,He left vacío the wallet on the counter and returned to retrieve it.
ComplexNPs,101,María colgó el large calendar en la pared antes de la reunión matutina.,María colgó el calendar large en la pared antes de la reunión matutina.,She marked the calendar importante with the deadline for the project.,She marked importante the calendar with the deadline for the project.
ComplexNPs,102,Guardó el small pocket la carta dentro del abrigo antes de salir.,Guardó el pocket small la carta dentro del abrigo antes de salir.,He checked the pocket vacío for his keys before locking the door.,He checked vacío the pocket for his keys before locking the door.
ComplexNPs,103,El conductor aparcó el heavy truck junto al muelle para descargar la carga.,El conductor aparcó el truck heavy junto al muelle para descargar la carga.,They inspected the truck nuevo before sending it out on the route.,They inspected nuevo the truck before sending it out on the route.
ComplexNPs,104,Bajaron el deep subway en la estación central para cambiar de línea.,Bajaron el subway deep en la estación central para cambiar de línea.,She waited for the subway lleno and checked the schedule on her phone.,She waited lleno the subway and checked the schedule on her phone.
ComplexNPs,105,Pasaron el quiet park con los niños mientras buscaban un lugar para picnic.,Pasaron el park quiet con los niños mientras buscaban un lugar para picnic.,They walked the park verde at dusk enjoying the cool evening breeze.,They walked verde the park at dusk enjoying the cool evening breeze.
ComplexNPs,106,Regaron el small garden antes de que el sol se pusiera esta tarde.,Regaron el garden small antes de que el sol se pusiera esta tarde.,She tended the garden nuevo and trimmed the roses for the festival.,She tended nuevo the garden and trimmed the roses for the festival.
ComplexNPs,107,Cruzaron el open field para llegar al molino antes de que oscureciera.,Cruzaron el field open para llegar al molino antes de que oscureciera.,The children played in the field amplio until their parents called them home.,The children played amplio the field until their parents called them home.
ComplexNPs,108,Exploraron el dense forest con linternas durante la excursión nocturna del colegio.,Exploraron el forest dense con linternas durante la excursión nocturna del colegio.,They photographed the forest antiguo while hiking along the narrow mountain trail.,They photographed antiguo the forest while hiking along the narrow mountain trail.
ComplexNPs,109,Visitaron el modern museum para ver la exposición de arte contemporáneo internacional.,Visitaron el museum modern para ver la exposición de arte contemporáneo internacional.,She guided the museum privado tour for the group of visiting students today.,She guided privado the museum tour for the group of visiting students today.
ComplexNPs,110,Reservaron el small theater para la función que empezaba a las ocho.,Reservaron el theater small para la función que empezaba a las ocho.,He bought the theater barato tickets online before they sold out quickly.,He bought barato the theater tickets online before they sold out quickly.
ComplexNPs,111,Entraron el independent cinema justo cuando empezaba la película de la noche.,Entraron el cinema independent justo cuando empezaba la película de la noche.,They enjoyed the cinema local screening with comfortable seats and clear sound.,They enjoyed local the cinema screening with comfortable seats and clear sound.
ComplexNPs,112,Cenamos el cozy restaurant que abrió cerca de la plaza central anoche.,Cenamos el restaurant cozy que abrió cerca de la plaza central anoche.,She recommended the restaurant nuevo to friends because the food was excellent.,She recommended nuevo the restaurant to friends because the food was excellent.
ComplexNPs,113,Reservaron el boutique hotel con vista al mar para las vacaciones de verano.,Reservaron el hotel boutique con vista al mar para las vacaciones de verano.,They checked into the hotel céntrico after a long day of traveling together.,They checked céntrico the hotel after a long day of traveling together.
ComplexNPs,114,Nos encontramos en el quiet bar de la esquina para conversar un rato.,Nos encontramos el bar quiet en la esquina para conversar un rato.,He left the bar lleno when it started to rain heavily outside the door.,He left lleno the bar when it started to rain heavily outside the door.
ComplexNPs,115,Cortaron el chocolate cake en porciones iguales para repartir entre los invitados.,Cortaron el cake chocolate en porciones iguales para repartir entre los invitados.,She baked the cake casero for the celebration and decorated it with care.,She baked casero the cake for the celebration and decorated it with care.
ComplexNPs,116,Compraron el creamy ice_cream en la heladería antes de volver a casa.,Compraron el ice_cream creamy en la heladería antes de volver a casa.,He tasted the ice_cream frío and smiled at the rich  creamy flavor.,He tasted frío the ice_cream and smiled at the rich  creamy flavor.
ComplexNPs,117,Sirve el fresh juice en vasos fríos para los niños en la merienda.,Sirve el juice fresh en vasos fríos para los niños en la merienda.,She poured the juice natural into bottles to take to the picnic later.,She poured natural the juice into bottles to take to the picnic later.
ComplexNPs,118,Prepara el hot tea en la tetera antes de que lleguen los invitados.,Prepara el tea hot en la tetera antes de que lleguen los invitados.,He steeped the tea fuerte for five minutes to get the right strength.,He steeped fuerte the tea for five minutes to get the right strength.
ComplexNPs,119,Guardaron el red wine en la bodega para que envejeciera unos meses más.,Guardaron el wine red en la bodega para que envejeciera unos meses más.,They opened the wine reserva to celebrate the good news with close friends.,They opened reserva the wine to celebrate the good news with close friends.
ComplexNPs,120,Sirvió el light dessert al final de la cena para sorprender a los comensales.,Sirvió el dessert light al final de la cena para sorprender a los comensales.,She prepared the dessert casero with fresh fruit and a light syrup topping.,She prepared casero the dessert with fresh fruit and a light syrup topping.
ComplexNPs,121,Preparó el hearty breakfast antes de que los niños se despertaran esta mañana.,Preparó el breakfast hearty antes de que los niños se despertaran esta mañana.,They enjoyed the breakfast temprano together at the small table by the window.,They enjoyed temprano the breakfast together at the small table by the window.
ComplexNPs,122,Empacó el packed lunch para llevarlo al trabajo y comer en la oficina.,Empacó el lunch packed para llevarlo al trabajo y comer en la oficina.,He postponed the lunch ligero until after the important meeting finished.,He postponed ligero the lunch until after the important meeting finished.
ComplexNPs,123,Limpia el small bathroom antes de que lleguen los invitados esta tarde  por favor.,Limpia el bathroom small antes de que lleguen los invitados esta tarde  por favor.,She painted the bathroom nuevo a un color suave para iluminar el espacio.,She painted nuevo the bathroom a un color suave para iluminar el espacio.
ComplexNPs,124,Ordena el spare room y guarda la ropa antes de que lleguen tus padres.,Ordena el room spare y guarda la ropa antes de que lleguen tus padres.,He locked the room privado door to ensure privacy while he studied late.,He locked privado the room door to ensure privacy while he studied late.
ComplexNPs,125,Decoraron el master bedroom con luces y plantas para crear un ambiente acogedor.,Decoraron el bedroom master con luces y plantas para crear un ambiente acogedor.,She cleaned the bedroom principal thoroughly before the guests arrived for the weekend.,She cleaned principal the bedroom thoroughly before the guests arrived for the weekend.
ComplexNPs,126,Guardaron el dry basement las cajas con recuerdos en la esquina más oscura.,Guardaron el basement dry las cajas con recuerdos en la esquina más oscura.,They converted the basement útil into a workshop for weekend DIY projects.,They converted útil the basement into a workshop for weekend DIY projects.
ComplexNPs,127,Pusieron el small balcony plantas y sillas para disfrutar las tardes de verano.,Pusieron el balcony small plantas y sillas para disfrutar las tardes de verano.,She watered the balcony plantas early before the heat of the day.,She watered plantas the balcony early before the heat of the day.
ComplexNPs,128,Organizaron el board game en el salón para que todos participaran y se divirtieran.,Organizaron el game board en el salón para que todos participaran y se divirtieran.,He won the game final after a tense last round with his opponent.,He won final the game after a tense last round with his opponent.
ComplexNPs,129,Vieron el friendly match en la televisión con amigos y mucha emoción.,Vieron el match friendly en la televisión con amigos y mucha emoción.,They attended the match decisivo and cheered loudly for their hometown team.,They attended decisivo the match and cheered loudly for their hometown team.
ComplexNPs,130,Apoyaron el local team durante todo el torneo con pancartas y cánticos.,Apoyaron el team local durante todo el torneo con pancartas y cánticos.,She coached the team juvenil through drills before the big game tomorrow.,She coached juvenil the team through drills before the big game tomorrow.
ComplexNPs,131,Celebraron el winning goal con abrazos y gritos cuando terminó el partido.,Celebraron el goal winning con abrazos y gritos cuando terminó el partido.,He scored the goal decisivo in the final minute to win the match.,He scored decisivo the goal in the final minute to win the match.
ComplexNPs,132,Alquilaron el cozy apartment cerca del centro para reducir el tiempo de viaje.,Alquilaron el apartment cozy cerca del centro para reducir el tiempo de viaje.,They painted the apartment nuevo to freshen up the living room before guests.,They painted nuevo the apartment to freshen up the living room before guests.
ComplexNPs,133,Subieron el slow elevator porque las escaleras estaban cerradas por mantenimiento.,Subieron el elevator slow porque las escaleras estaban cerradas por mantenimiento.,He pressed the elevator botón and waited patiently for it to arrive.,He pressed botón the elevator and waited patiently for it to arrive.
ComplexNPs,134,Enciende el ceiling fan si hace calor mientras trabajas en la oficina.,Enciende el fan ceiling si hace calor mientras trabajas en la oficina.,They installed the fan potente to improve airflow in the small room.,They installed potente the fan to improve airflow in the small room.
ComplexNPs,135,Conecta el loose plug en la toma antes de encender el aparato eléctrico.,Conecta el plug loose en la toma antes de encender el aparato eléctrico.,She checked the plug roto for damage before plugging in the new lamp.,She checked roto the plug for damage before plugging in the new lamp.
ComplexNPs,136,Apaga el main switch cuando salgas para ahorrar energía en la oficina.,Apaga el switch main cuando salgas para ahorrar energía en la oficina.,He flipped the switch principal to turn on the lights in the hallway.,He flipped principal the switch to turn on the lights in the hallway.
ComplexNPs,137,Pulsa el red button para iniciar la máquina y espera a que termine.,Pulsa el button red para iniciar la máquina y espera a que termine.,She sewed the button perdido back onto the coat before the trip tomorrow.,She sewed perdido the button back onto the coat before the trip tomorrow.
