label,phenomenon,sentence_number,codeswitch_direction,grammaticality,sentence,surprisal
ComplexNPs_164_spa_eng_ungrammatical,ComplexNPs,164,spa_eng,ungrammatical,Aparcaron el truck delivery junto al harbor para descargar la mercancía.,52.11539078
ComplexNPs_165_spa_eng_ungrammatical,ComplexNPs,165,spa_eng,ungrammatical,Guardó el compass small en la mochila antes de cruzar el desfiladero.,46.51879501
ComplexNPs_166_spa_eng_ungrammatical,ComplexNPs,166,spa_eng,ungrammatical,Apilaron el crate plastic en la furgoneta para el reparto matutino.,51.60359955
ComplexNPs_167_spa_eng_ungrammatical,ComplexNPs,167,spa_eng,ungrammatical,Llenaron el barrel oak con sidra recién prensada en la granja.,49.25471497
ComplexNPs_168_spa_eng_ungrammatical,ComplexNPs,168,spa_eng,ungrammatical,Revisaron el anchor heavy antes de izarlo para la maniobra de salida.,49.54008865
ComplexNPs_169_spa_eng_ungrammatical,ComplexNPs,169,spa_eng,ungrammatical,Colocó el compass pocket sobre la mesa antes de planear la ruta.,52.80211258
ComplexNPs_170_spa_eng_ungrammatical,ComplexNPs,170,spa_eng,ungrammatical,Guardaron el harpoon en el soporte trasero después de la jornada de pesca.,45.53790283
ComplexNPs_171_spa_eng_ungrammatical,ComplexNPs,171,spa_eng,ungrammatical,Cerraron el ledger monthly y prepararon los informes para el auditor.,53.68658829
ComplexNPs_172_spa_eng_ungrammatical,ComplexNPs,172,spa_eng,ungrammatical,Colocó el suitcase small en el compartimento superior del tren.,37.7495575
ComplexNPs_173_spa_eng_ungrammatical,ComplexNPs,173,spa_eng,ungrammatical,Guardaron el crate fragile en la bodega con cuidado y etiqueta roja.,58.20731735
ComplexNPs_174_spa_eng_ungrammatical,ComplexNPs,174,spa_eng,ungrammatical,Sellaron el barrel con una tapa nueva antes de almacenarlo en frío.,47.3323822
ComplexNPs_175_spa_eng_ungrammatical,ComplexNPs,175,spa_eng,ungrammatical,Ajustaron el anchor heavy para que el barco no se moviera con la marea.,41.48132324
ComplexNPs_176_spa_eng_ungrammatical,ComplexNPs,176,spa_eng,ungrammatical,Guardó el compass brass en el estuche antes de la expedición.,44.73591232
ComplexNPs_177_spa_eng_ungrammatical,ComplexNPs,177,spa_eng,ungrammatical,Llegaron al harbor small temprano para descargar la pesca del día.,61.32349014
ComplexNPs_178_spa_eng_ungrammatical,ComplexNPs,178,spa_eng,ungrammatical,Actualizó el ledger company con las entradas de ventas del mes.,44.3237114
ComplexNPs_179_spa_eng_ungrammatical,ComplexNPs,179,spa_eng,ungrammatical,Guardó el suitcase heavy en el maletero antes de emprender el viaje.,27.06796646
ComplexNPs_180_spa_eng_ungrammatical,ComplexNPs,180,spa_eng,ungrammatical,Apilaron el crate en la plataforma para cargar el camión de reparto.,39.28278351
ComplexNPs_181_spa_eng_ungrammatical,ComplexNPs,181,spa_eng,ungrammatical,Llenaron el barrel con vino nuevo durante la vendimia de la tarde.,34.27423859
ComplexNPs_182_spa_eng_ungrammatical,ComplexNPs,182,spa_eng,ungrammatical,Colocaron el anchor en la proa y aseguraron las cadenas con pernos.,47.55005646
ComplexNPs_183_spa_eng_ungrammatical,ComplexNPs,183,spa_eng,ungrammatical,Usó el compass para trazar el círculo en la madera con precisión.,35.99140549
ComplexNPs_184_spa_eng_ungrammatical,ComplexNPs,184,spa_eng,ungrammatical,Aparcaron el van delivery junto al harbor para descargar la mercancía.,62.58760071
ComplexNPs_185_spa_eng_ungrammatical,ComplexNPs,185,spa_eng,ungrammatical,Cerraron el ledger mensual y enviaron los extractos al departamento legal.,43.71386719
ComplexNPs_186_spa_eng_ungrammatical,ComplexNPs,186,spa_eng,ungrammatical,Guardó el suitcase small en el compartimento superior del avión.,30.50435638
ComplexNPs_187_spa_eng_ungrammatical,ComplexNPs,187,spa_eng,ungrammatical,Colocaron el crate en la cinta para el envío internacional esta mañana.,45.90377426
ComplexNPs_188_spa_eng_ungrammatical,ComplexNPs,188,spa_eng,ungrammatical,Sellaron el barrel con aceite y lo almacenaron en la bodega.,23.12602997
ComplexNPs_189_spa_eng_ungrammatical,ComplexNPs,189,spa_eng,ungrammatical,Pulieron el anchor de cobre para evitar la corrosión en la cubierta.,36.75130463
ComplexNPs_190_spa_eng_ungrammatical,ComplexNPs,190,spa_eng,ungrammatical,Ajustó el compass magnético para compensar la desviación local.,31.16789246
ComplexNPs_191_spa_eng_ungrammatical,ComplexNPs,191,spa_eng,ungrammatical,Descargaron el cargo en el harbor busy antes del anochecer.,50.43309784
ComplexNPs_192_spa_eng_ungrammatical,ComplexNPs,192,spa_eng,ungrammatical,Actualizó el ledger con las nuevas entradas de inventario del día.,32.86425018
ComplexNPs_193_spa_eng_ungrammatical,ComplexNPs,193,spa_eng,ungrammatical,Guardó el suitcase leather en el armario del despacho al terminar.,35.95399094
ComplexNPs_194_spa_eng_ungrammatical,ComplexNPs,194,spa_eng,ungrammatical,Llevó el crate heavy al taller para organizar las herramientas nuevas.,48.60476303
ComplexNPs_195_spa_eng_ungrammatical,ComplexNPs,195,spa_eng,ungrammatical,Colocaron el barrel en posición vertical para facilitar el llenado.,25.83483887
ComplexNPs_196_spa_eng_ungrammatical,ComplexNPs,196,spa_eng,ungrammatical,Aseguraron el anchor de acero con cadenas nuevas antes de zarpar.,48.20973206
ComplexNPs_197_spa_eng_ungrammatical,ComplexNPs,197,spa_eng,ungrammatical,Guardó el compass pocket en el estuche antes de la caminata.,57.98624039
ComplexNPs_198_spa_eng_ungrammatical,ComplexNPs,198,spa_eng,ungrammatical,Organizaron el unloading en el harbor busy durante la madrugada.,54.01921463
ComplexNPs_199_spa_eng_ungrammatical,ComplexNPs,199,spa_eng,ungrammatical,Registraron el ledger daily antes de cerrar la oficina por la tarde.,56.88766861
ComplexNPs_200_spa_eng_ungrammatical,ComplexNPs,200,spa_eng,ungrammatical,Cerró el suitcase heavy con el candado antes de facturar en el aeropuerto.,52.75279617
CompoundNPs_1_spa_eng_ungrammatical,CompoundNPs,1,spa_eng,ungrammatical,El bibliotecario colocó el book de ficción en la estantería antes del cierre.,23.48812485
CompoundNPs_2_spa_eng_ungrammatical,CompoundNPs,2,spa_eng,ungrammatical,María devolvió el book de historia al mostrador tras terminar la investigación.,42.19585419
CompoundNPs_3_spa_eng_ungrammatical,CompoundNPs,3,spa_eng,ungrammatical,El profesor pidió el book de ciencias para la clase de laboratorio hoy.,48.31064987
CompoundNPs_4_spa_eng_ungrammatical,CompoundNPs,4,spa_eng,ungrammatical,Los estudiantes compartieron el book de texto durante la sesión de estudio en grupo.,28.24520111
CompoundNPs_5_spa_eng_ungrammatical,CompoundNPs,5,spa_eng,ungrammatical,Ana hojeó el book de cocina buscando una receta nueva para la cena.,57.43452454
CompoundNPs_6_spa_eng_ungrammatical,CompoundNPs,6,spa_eng,ungrammatical,El chef consultó el book de recetas antes de preparar el plato principal.,18.55421448
CompoundNPs_7_spa_eng_ungrammatical,CompoundNPs,7,spa_eng,ungrammatical,El niño guardó el book de cómics en su mochila antes de ir al colegio.,15.69451904
CompoundNPs_8_spa_eng_ungrammatical,CompoundNPs,8,spa_eng,ungrammatical,Colocaron el album de fotos sobre la mesa para que todos lo vieran.,15.42219543
CompoundNPs_9_spa_eng_ungrammatical,CompoundNPs,9,spa_eng,ungrammatical,Los graduados firmaron el book de anuario durante la fiesta de despedida.,29.09886932
CompoundNPs_10_spa_eng_ungrammatical,CompoundNPs,10,spa_eng,ungrammatical,El técnico consultó el manual de usuario antes de reparar la máquina.,16.33145905
CompoundNPs_11_spa_eng_ungrammatical,CompoundNPs,11,spa_eng,ungrammatical,Coloca el manual de usuario junto al equipo para futuras consultas.,11.6086235
CompoundNPs_12_spa_eng_ungrammatical,CompoundNPs,12,spa_eng,ungrammatical,Buscó el book de referencia en la sala de lectura durante la tarde.,26.40289307
CompoundNPs_13_spa_eng_ungrammatical,CompoundNPs,13,spa_eng,ungrammatical,El investigador pidió el guide de referencia para completar la bibliografía.,34.83424377
CompoundNPs_14_spa_eng_ungrammatical,CompoundNPs,14,spa_eng,ungrammatical,El artista abrió el book de dibujo para repasar los bocetos del proyecto.,42.29308319
CompoundNPs_15_spa_eng_ungrammatical,CompoundNPs,15,spa_eng,ungrammatical,La profesora repartió el book de ejercicios a cada alumno al comenzar la clase.,31.06285095
CompoundNPs_16_spa_eng_ungrammatical,CompoundNPs,16,spa_eng,ungrammatical,Guardó el notebook spiral en la mochila antes de salir de casa.,33.67918777
CompoundNPs_17_spa_eng_ungrammatical,CompoundNPs,17,spa_eng,ungrammatical,El capitán anotó la book de registros tras zarpar del puerto.,54.32591248
CompoundNPs_18_spa_eng_ungrammatical,CompoundNPs,18,spa_eng,ungrammatical,Los visitantes firmaron el book de visitas al entrar en la exposición.,38.63988113
CompoundNPs_19_spa_eng_ungrammatical,CompoundNPs,19,spa_eng,ungrammatical,El árbitro consultó el book de reglas antes de tomar la decisión final.,16.86420059
CompoundNPs_20_spa_eng_ungrammatical,CompoundNPs,20,spa_eng,ungrammatical,El entrenador revisó el book de jugadas antes del último entrenamiento de la semana.,27.82508087
CompoundNPs_21_spa_eng_ungrammatical,CompoundNPs,21,spa_eng,ungrammatical,El naturalista llevó el guide de campo durante la excursión al bosque.,47.34210968
CompoundNPs_22_spa_eng_ungrammatical,CompoundNPs,22,spa_eng,ungrammatical,Colocaron el book de fotos en la vitrina para la inauguración de la muestra.,26.32101059
CompoundNPs_23_spa_eng_ungrammatical,CompoundNPs,23,spa_eng,ungrammatical,La maestra leyó el book infantil a los alumnos en círculo.,51.59029007
CompoundNPs_24_spa_eng_ungrammatical,CompoundNPs,24,spa_eng,ungrammatical,Pegaron el strip de cómic en el tablón para que todos lo vieran.,34.55655289
CompoundNPs_25_spa_eng_ungrammatical,CompoundNPs,25,spa_eng,ungrammatical,El entrenador anotó el book de puntuaciones al terminar el partido.,27.93873215
CompoundNPs_26_spa_eng_ungrammatical,CompoundNPs,26,spa_eng,ungrammatical,Publicaron el report anual en la intranet para revisión del equipo.,38.3189621
CompoundNPs_27_spa_eng_ungrammatical,CompoundNPs,27,spa_eng,ungrammatical,La empresa distribuyó el manual de políticas a todos los empleados nuevos.,26.39008713
CompoundNPs_28_spa_eng_ungrammatical,CompoundNPs,28,spa_eng,ungrammatical,El ingeniero revisó el manual técnico antes de iniciar las pruebas.,13.52655411
CompoundNPs_29_spa_eng_ungrammatical,CompoundNPs,29,spa_eng,ungrammatical,Entregaron el manual de formación a los participantes al comenzar el curso.,24.0382309
CompoundNPs_30_spa_eng_ungrammatical,CompoundNPs,30,spa_eng,ungrammatical,Colocaron el guide de políticas en la sala de juntas para consulta rápida.,43.23156357
CompoundNPs_31_spa_eng_ungrammatical,CompoundNPs,31,spa_eng,ungrammatical,Publicaron el journal de fotos en la web del festival esta mañana.,38.9548912
CompoundNPs_32_spa_eng_ungrammatical,CompoundNPs,32,spa_eng,ungrammatical,El equipo presentó el report técnico al comité de evaluación.,20.99781036
CompoundNPs_33_spa_eng_ungrammatical,CompoundNPs,33,spa_eng,ungrammatical,Consultó el manual de referencia para resolver la incidencia del sistema.,31.6687355
CompoundNPs_34_spa_eng_ungrammatical,CompoundNPs,34,spa_eng,ungrammatical,Anotó las observaciones en el notebook de campo durante la expedición.,34.19153595
CompoundNPs_35_spa_eng_ungrammatical,CompoundNPs,35,spa_eng,ungrammatical,Registraron las horas en el log de obra al finalizar la jornada.,52.32465744
CompoundNPs_36_spa_eng_ungrammatical,CompoundNPs,36,spa_eng,ungrammatical,La dirección archivó el book de políticas en la biblioteca corporativa.,56.62385559
CompoundNPs_37_spa_eng_ungrammatical,CompoundNPs,37,spa_eng,ungrammatical,El técnico consultó el manual de reparación para cambiar la pieza defectuosa.,22.60395432
CompoundNPs_38_spa_eng_ungrammatical,CompoundNPs,38,spa_eng,ungrammatical,Colocaron el manual de servicio en la mesa del taller para uso inmediato.,27.21174622
CompoundNPs_39_spa_eng_ungrammatical,CompoundNPs,39,spa_eng,ungrammatical,Distribuyeron el handbook de políticas a todo el personal durante la reunión.,27.05812454
CompoundNPs_40_spa_eng_ungrammatical,CompoundNPs,40,spa_eng,ungrammatical,El instructor abrió el guide de formación al comenzar la sesión práctica.,38.43040848
CompoundNPs_41_spa_eng_ungrammatical,CompoundNPs,41,spa_eng,ungrammatical,Actualizó el log de fotos con las imágenes tomadas durante la jornada.,22.2889061
CompoundNPs_42_spa_eng_ungrammatical,CompoundNPs,42,spa_eng,ungrammatical,El laboratorio guardó el handbook técnico en la estantería de referencia.,30.23025894
CompoundNPs_43_spa_eng_ungrammatical,CompoundNPs,43,spa_eng,ungrammatical,Anotaron el trabajo en el log de reparaciones al terminar la reparación.,32.50527954
CompoundNPs_44_spa_eng_ungrammatical,CompoundNPs,44,spa_eng,ungrammatical,El equipo compartió el notebook de proyecto para revisar las ideas iniciales.,34.51046753
CompoundNPs_45_spa_eng_ungrammatical,CompoundNPs,45,spa_eng,ungrammatical,El operario consultó el manual de mantenimiento antes de iniciar la revisión.,20.85632324
CompoundNPs_46_spa_eng_ungrammatical,CompoundNPs,46,spa_eng,ungrammatical,Presentaron el report de inspección al comité de seguridad esta mañana.,13.98664093
CompoundNPs_47_spa_eng_ungrammatical,CompoundNPs,47,spa_eng,ungrammatical,Anotaron las tareas en el log de servicio al finalizar el turno.,32.69825745
CompoundNPs_48_spa_eng_ungrammatical,CompoundNPs,48,spa_eng,ungrammatical,El estudio revisó el manual de diseño antes de aprobar los planos.,26.12982559
CompoundNPs_49_spa_eng_ungrammatical,CompoundNPs,49,spa_eng,ungrammatical,Siguieron el guide de instalación paso a paso para montar el equipo.,26.31974792
CompoundNPs_50_spa_eng_ungrammatical,CompoundNPs,50,spa_eng,ungrammatical,El guardia anotó la hora en el book de registro al entrar en turno.,52.00746155
CompoundNPs_51_spa_eng_ungrammatical,CompoundNPs,51,spa_eng,ungrammatical,El detective dejó el book de misterio sobre la mesa antes de marcharse.,29.20750809
CompoundNPs_52_spa_eng_ungrammatical,CompoundNPs,52,spa_eng,ungrammatical,La lectora guardó el book de romance en su bolso al subir al tren.,28.85612488
CompoundNPs_53_spa_eng_ungrammatical,CompoundNPs,53,spa_eng,ungrammatical,El autor firmó el book de thriller para los fans en la feria.,49.22396088
CompoundNPs_54_spa_eng_ungrammatical,CompoundNPs,54,spa_eng,ungrammatical,Compró el book de viajes para planear la ruta por la costa.,34.13316727
CompoundNPs_55_spa_eng_ungrammatical,CompoundNPs,55,spa_eng,ungrammatical,Colocaron el book de fotografía en la vitrina para la inauguración.,23.58820724
CompoundNPs_56_spa_eng_ungrammatical,CompoundNPs,56,spa_eng,ungrammatical,El poeta leyó el book de poemas frente a la audiencia en silencio.,32.50685501
CompoundNPs_57_spa_eng_ungrammatical,CompoundNPs,57,spa_eng,ungrammatical,El estudiante consultó el book de biografías para su trabajo de historia.,32.15270233
CompoundNPs_58_spa_eng_ungrammatical,CompoundNPs,58,spa_eng,ungrammatical,La galería colocó el book de arte junto a la escultura central.,28.59010315
CompoundNPs_59_spa_eng_ungrammatical,CompoundNPs,59,spa_eng,ungrammatical,El estudiante dejó el book de arquitectura en la biblioteca por la noche.,28.19861221
CompoundNPs_60_spa_eng_ungrammatical,CompoundNPs,60,spa_eng,ungrammatical,El profesor recomendó el book de filosofía para la lectura obligatoria del curso.,26.96128082
CompoundNPs_61_spa_eng_ungrammatical,CompoundNPs,61,spa_eng,ungrammatical,El abogado consultó el book de derecho antes de preparar la apelación.,30.46393204
CompoundNPs_62_spa_eng_ungrammatical,CompoundNPs,62,spa_eng,ungrammatical,La residente estudió el book de medicina hasta altas horas de la noche.,29.5622406
CompoundNPs_63_spa_eng_ungrammatical,CompoundNPs,63,spa_eng,ungrammatical,El investigador citó el book de economía en su artículo académico.,39.49521255
CompoundNPs_64_spa_eng_ungrammatical,CompoundNPs,64,spa_eng,ungrammatical,El alumno dejó el book de ingeniería en el laboratorio tras el experimento.,27.09801483
CompoundNPs_65_spa_eng_ungrammatical,CompoundNPs,65,spa_eng,ungrammatical,Instaló el software siguiendo las instrucciones del book de informática en la mesa.,38.30109024
CompoundNPs_66_spa_eng_ungrammatical,CompoundNPs,66,spa_eng,ungrammatical,Regó las plantas después de leer el book de jardinería en el porche.,42.82075119
CompoundNPs_67_spa_eng_ungrammatical,CompoundNPs,67,spa_eng,ungrammatical,El historiador consultó el volume de historia en el archivo municipal.,24.95874786
CompoundNPs_68_spa_eng_ungrammatical,CompoundNPs,68,spa_eng,ungrammatical,El laboratorio archivó el volume de ciencias junto a los informes técnicos.,34.26411819
CompoundNPs_69_spa_eng_ungrammatical,CompoundNPs,69,spa_eng,ungrammatical,Colocaron el volume de referencia en la sala de consulta para los investigadores.,37.98709488
CompoundNPs_70_spa_eng_ungrammatical,CompoundNPs,70,spa_eng,ungrammatical,Extendieron el atlas de carreteras sobre la mesa para planear la ruta.,40.21641159
CompoundNPs_71_spa_eng_ungrammatical,CompoundNPs,71,spa_eng,ungrammatical,El naturalista llevó el atlas de campo durante la excursión por la reserva.,48.48139572
CompoundNPs_72_spa_eng_ungrammatical,CompoundNPs,72,spa_eng,ungrammatical,Compró el guidebook de viaje para preparar el itinerario de la semana.,31.0906601
CompoundNPs_73_spa_eng_ungrammatical,CompoundNPs,73,spa_eng,ungrammatical,El estudiante consultó el handbook de idiomas antes del examen oral.,16.93486404
CompoundNPs_74_spa_eng_ungrammatical,CompoundNPs,74,spa_eng,ungrammatical,La profesora dejó el manual de gramática sobre la mesa del aula.,19.35695267
CompoundNPs_75_spa_eng_ungrammatical,CompoundNPs,75,spa_eng,ungrammatical,El editor revisó el guide de estilo antes de aprobar la publicación.,36.68257141
CompoundNPs_76_spa_eng_ungrammatical,CompoundNPs,76,spa_eng,ungrammatical,El comité distribuyó el guide de políticas a todos los departamentos esta mañana.,33.60737228
CompoundNPs_77_spa_eng_ungrammatical,CompoundNPs,77,spa_eng,ungrammatical,Repartieron el workbook de formación a los asistentes antes de la práctica.,31.22087479
CompoundNPs_78_spa_eng_ungrammatical,CompoundNPs,78,spa_eng,ungrammatical,El alumno dejó el book de ejercicios en la mesa al terminar la clase.,21.85949707
CompoundNPs_79_spa_eng_ungrammatical,CompoundNPs,79,spa_eng,ungrammatical,El técnico siguió el manual de laboratorio para calibrar el equipo correctamente.,32.80009842
CompoundNPs_80_spa_eng_ungrammatical,CompoundNPs,80,spa_eng,ungrammatical,El mecánico consultó el manual de servicio antes de desmontar el motor.,17.5151825
CompoundNPs_81_spa_eng_ungrammatical,CompoundNPs,81,spa_eng,ungrammatical,El operario abrió el handbook de reparaciones para localizar la pieza dañada.,23.82758713
CompoundNPs_82_spa_eng_ungrammatical,CompoundNPs,82,spa_eng,ungrammatical,Anotaron la tarea en el log de mantenimiento al finalizar el turno.,34.1924324
CompoundNPs_83_spa_eng_ungrammatical,CompoundNPs,83,spa_eng,ungrammatical,Registraron los hallazgos en el log de inspección tras la revisión.,29.56233978
CompoundNPs_84_spa_eng_ungrammatical,CompoundNPs,84,spa_eng,ungrammatical,El equipo consultó el manual de proyecto antes de aprobar el presupuesto.,26.20812988
CompoundNPs_85_spa_eng_ungrammatical,CompoundNPs,85,spa_eng,ungrammatical,El estudio revisó el handbook de diseño antes de presentar los planos.,21.54779434
CompoundNPs_86_spa_eng_ungrammatical,CompoundNPs,86,spa_eng,ungrammatical,Siguieron el manual de instalación para montar el sistema sin errores.,22.88694382
CompoundNPs_87_spa_eng_ungrammatical,CompoundNPs,87,spa_eng,ungrammatical,El operador leyó el manual de operación antes de encender la máquina.,16.26071548
CompoundNPs_88_spa_eng_ungrammatical,CompoundNPs,88,spa_eng,ungrammatical,Actualizó el record de servicio después de completar la revisión del vehículo.,29.25853729
CompoundNPs_89_spa_eng_ungrammatical,CompoundNPs,89,spa_eng,ungrammatical,El técnico consultó el manual de mantenimiento para programar la próxima revisión.,19.29748154
CompoundNPs_90_spa_eng_ungrammatical,CompoundNPs,90,spa_eng,ungrammatical,Buscó la solución en el guide de reparación antes de llamar al proveedor.,40.98793793
CompoundNPs_91_spa_eng_ungrammatical,CompoundNPs,91,spa_eng,ungrammatical,Distribuyeron el handbook de servicio a los nuevos técnicos durante la inducción.,46.17332077
CompoundNPs_92_spa_eng_ungrammatical,CompoundNPs,92,spa_eng,ungrammatical,Anotaron los avances en el log de proyecto al terminar la jornada.,38.15015411
CompoundNPs_93_spa_eng_ungrammatical,CompoundNPs,93,spa_eng,ungrammatical,El equipo consultó el manual de diseño para ajustar la paleta de colores.,18.43017578
CompoundNPs_94_spa_eng_ungrammatical,CompoundNPs,94,spa_eng,ungrammatical,Siguieron el guide de instalación para evitar errores durante la puesta en marcha.,19.63639069
CompoundNPs_95_spa_eng_ungrammatical,CompoundNPs,95,spa_eng,ungrammatical,Registraron los parámetros en el log de operación al finalizar la prueba.,33.42299271
CompoundNPs_96_spa_eng_ungrammatical,CompoundNPs,96,spa_eng,ungrammatical,Entregaron el manual de formación a cada participante al inicio del curso.,20.47740555
CompoundNPs_97_spa_eng_ungrammatical,CompoundNPs,97,spa_eng,ungrammatical,Colocaron el handbook de referencia en la sala de consulta para uso público.,33.1350441
CompoundNPs_98_spa_eng_ungrammatical,CompoundNPs,98,spa_eng,ungrammatical,El equipo llevó el manual de campo durante la inspección en terreno.,42.79314041
CompoundNPs_99_spa_eng_ungrammatical,CompoundNPs,99,spa_eng,ungrammatical,El guardia anotó la hora en el book de registro al comenzar su turno.,51.24380493
CompoundNPs_100_spa_eng_ungrammatical,CompoundNPs,100,spa_eng,ungrammatical,Colocaron el volume de archivo en la estantería marcada para conservación.,34.53231049
CompoundNPs_101_spa_eng_ungrammatical,CompoundNPs,101,spa_eng,ungrammatical,El bibliotecario colocó el book de historias en la estantería antes del cierre.,20.91794205
CompoundNPs_102_spa_eng_ungrammatical,CompoundNPs,102,spa_eng,ungrammatical,La oficina dejó el book de instrucciones sobre la mesa para consulta del personal.,42.10978317
CompoundNPs_103_spa_eng_ungrammatical,CompoundNPs,103,spa_eng,ungrammatical,El guía llevó el book de guía en la mochila durante todo el recorrido.,30.67082977
CompoundNPs_104_spa_eng_ungrammatical,CompoundNPs,104,spa_eng,ungrammatical,El capitán anotó la hora en el book de registro al zarpar del puerto.,39.43165588
CompoundNPs_105_spa_eng_ungrammatical,CompoundNPs,105,spa_eng,ungrammatical,La profesora repartió el book de ejercicios a cada alumno al comenzar la clase.,31.06287384
CompoundNPs_106_spa_eng_ungrammatical,CompoundNPs,106,spa_eng,ungrammatical,El chef consultó el book de cocina antes de preparar el menú de la cena.,21.01412201
CompoundNPs_107_spa_eng_ungrammatical,CompoundNPs,107,spa_eng,ungrammatical,Deja el book de notas en mi escritorio cuando termines de escribir el informe.,46.0292778
CompoundNPs_108_spa_eng_ungrammatical,CompoundNPs,108,spa_eng,ungrammatical,Los alumnos firmaron el book de anuario durante la fiesta de despedida del colegio.,27.72438812
CompoundNPs_109_spa_eng_ungrammatical,CompoundNPs,109,spa_eng,ungrammatical,Colocó el book de fotos en la vitrina para la exposición del sábado.,36.73270035
CompoundNPs_110_spa_eng_ungrammatical,CompoundNPs,110,spa_eng,ungrammatical,Extendió el book de mapas sobre la mesa para mostrar la ruta prevista.,44.70750809
CompoundNPs_111_spa_eng_ungrammatical,CompoundNPs,111,spa_eng,ungrammatical,El entrenador anotó el book de puntuaciones al terminar el partido.,27.93873215
CompoundNPs_112_spa_eng_ungrammatical,CompoundNPs,112,spa_eng,ungrammatical,Consultaron el book de códigos para interpretar las señales del experimento con cuidado.,54.68741608
CompoundNPs_113_spa_eng_ungrammatical,CompoundNPs,113,spa_eng,ungrammatical,Guardó los resultados en el book de datos para el análisis posterior del equipo.,41.3845787
CompoundNPs_114_spa_eng_ungrammatical,CompoundNPs,114,spa_eng,ungrammatical,Revisó el book de planes antes de presentar la propuesta al comité directivo.,33.87641907
CompoundNPs_115_spa_eng_ungrammatical,CompoundNPs,115,spa_eng,ungrammatical,Marcó las tareas completadas en el book de tareas al final de la jornada.,36.85484314
CompoundNPs_116_spa_eng_ungrammatical,CompoundNPs,116,spa_eng,ungrammatical,Preparó el book de informes con los datos para la reunión semanal del proyecto.,34.87067795
CompoundNPs_117_spa_eng_ungrammatical,CompoundNPs,117,spa_eng,ungrammatical,El naturalista anotó especies en el book de campo durante la salida al bosque.,54.72614288
CompoundNPs_118_spa_eng_ungrammatical,CompoundNPs,118,spa_eng,ungrammatical,Guardó el book de manuales junto al equipo en el taller para referencia rápida.,49.67053986
CompoundNPs_119_spa_eng_ungrammatical,CompoundNPs,119,spa_eng,ungrammatical,Llevó el book de guía en el bolsillo para consultar durante la caminata por la sierra.,31.48767471
CompoundNPs_120_spa_eng_ungrammatical,CompoundNPs,120,spa_eng,ungrammatical,Escribió en el book de diario cada noche antes de apagar la luz de la habitación.,36.37533188
CompoundNPs_121_spa_eng_ungrammatical,CompoundNPs,121,spa_eng,ungrammatical,Anotó el incidente en el book de registro y avisó al supervisor inmediatamente después.,25.49676514
CompoundNPs_122_spa_eng_ungrammatical,CompoundNPs,122,spa_eng,ungrammatical,Compiló el book de informes con todas las cifras antes de la presentación final.,38.72098541
CompoundNPs_123_spa_eng_ungrammatical,CompoundNPs,123,spa_eng,ungrammatical,Revisaron el book de planes antes de aprobar la fase siguiente del proyecto conjunto.,47.89142227
CompoundNPs_124_spa_eng_ungrammatical,CompoundNPs,124,spa_eng,ungrammatical,Registró la tarea en el book de tareas y la asignó a un compañero.,18.49838257
CompoundNPs_125_spa_eng_ungrammatical,CompoundNPs,125,spa_eng,ungrammatical,Guardó el datapack en el book de datos del proyecto para su posterior análisis.,43.69054794
CompoundNPs_126_spa_eng_ungrammatical,CompoundNPs,126,spa_eng,ungrammatical,Consultó el book de códigos antes de ejecutar el script en el servidor de pruebas.,37.51914978
CompoundNPs_127_spa_eng_ungrammatical,CompoundNPs,127,spa_eng,ungrammatical,Dejó el notepad junto al book por si llegaba alguna llamada urgente.,39.9741478
CompoundNPs_128_spa_eng_ungrammatical,CompoundNPs,128,spa_eng,ungrammatical,Subió el logfile al book de registro para que el equipo lo revisara esta tarde.,60.24612808
CompoundNPs_129_spa_eng_ungrammatical,CompoundNPs,129,spa_eng,ungrammatical,Consultó el datapad con el book de datos para comprobar los valores antes de firmar.,54.84430695
CompoundNPs_130_spa_eng_ungrammatical,CompoundNPs,130,spa_eng,ungrammatical,Abrió el codepad para copiar el fragmento del book necesario del script de prueba.,66.95866394
CompoundNPs_131_spa_eng_ungrammatical,CompoundNPs,131,spa_eng,ungrammatical,Marcó la tarea en el taskpad y la puso en el book para asignar.,47.45392609
CompoundNPs_132_spa_eng_ungrammatical,CompoundNPs,132,spa_eng,ungrammatical,Escribió la idea en el planpad antes de la reunión con el cliente.,52.05640793
CompoundNPs_133_spa_eng_ungrammatical,CompoundNPs,133,spa_eng,ungrammatical,Abrió el notebook para tomar notas en el book durante la reunión de seguimiento.,43.48607635
CompoundNPs_134_spa_eng_ungrammatical,CompoundNPs,134,spa_eng,ungrammatical,Anotó la observación en el book de registro antes de cerrar el laboratorio por la noche.,40.3520546
CompoundNPs_135_spa_eng_ungrammatical,CompoundNPs,135,spa_eng,ungrammatical,Revisaron el plan2 antes de aprobar la fase siguiente del proyecto conjunto.,48.00610733
CompoundNPs_136_spa_eng_ungrammatical,CompoundNPs,136,spa_eng,ungrammatical,Actualizó el scorelog con los puntos en el book al terminar el partido de la tarde.,55.33097839
CompoundNPs_137_spa_eng_ungrammatical,CompoundNPs,137,spa_eng,ungrammatical,Subieron el databook al servidor con el book de datos para que lo analizaran mañana.,51.23118591
CompoundNPs_138_spa_eng_ungrammatical,CompoundNPs,138,spa_eng,ungrammatical,Guardó el codefile en la carpeta con el book de códigos antes de hacer commit.,56.97303391
